"source"	"ID"	"Description"	"Genes"	"GeneRatio"	"BgRatio"	"pvalue"	"geneID"	"Count"	"Total"	"OddsRatio"	"fdr"
"GOBP ADENYLATE CYCLASE ACTIVATING G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY"	"go_bp"	"GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY"	"GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY"	"PTGER3/ADGRL4/ADCY4/LGR5/ADGRG6/ADM/MRAP2/ADM2/ADGRL2/PTGIR/LPAR3/PDE4B/PTHLH/GNG2/ADCY7/APLP1/LGR4/ADRA1D/ADRB2/TBXA2R/ARRDC3/ATP2B4/S1PR2/ADORA2B/GPR4/GPR78/ADGRB1/UCN2/GPR65/GNAQ/LPAR2/AKAP13/ADGRE2/ADGRG1/ADRA2A/GIP/DRD2/PTGER2/LPAR1/GALR2/ADCY5/ADRA1B/PDE4D/GNA13/PTH1R/ADGRB3/S1PR3/PTGFR/OPRL1/S1PR1/PDE4A/ADCY3/GPER1/CALCRL/ADCY6/PRKCA/ABCA1/ADGRL1/RAPGEF2/PRKAR1A/RAMP2/PTGER4/ADM5/GNB1/TCP11/GIPR/ADRA2C/PTGER1/PLN/ADGRF3/RAPGEF4/ADGRE5/S1PR5/CRTC3/GPR157/GSK3A/ADGRD1/GPR161/GNAI2/GNAS/MC1R/ADCY1/GPR3/CXCL11/PRKACA/NHERF1/ADCY9/ADGRB2/RAMP1/RXFP1/ADGRG2/ADRB1/ADCY8/ADGRF4/CNR1/ADRA2B/ADGRL3/ADGRG5/GALR1/CALCA/GPR26/VIP/ADGRG4/CNR2/ADCY2/ADORA2A/CHGA/CXCL10/MC4R/ADGRE1/ADGRF1/CXCL9/ADGRF5"	"1/112"	"112/22197"	0.43580735399704	"ADGRE1"	1	113	1.76953125	0.660872184699737
"GOBP ADENYLATE CYCLASE MODULATING G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY"	"go_bp"	"GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY"	"GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY"	"CHRM2/PTGER3/ADGRL4/ADCY4/LGR5/ADGRG6/ADM/ADORA1/MRAP2/ADM2/EDNRA/ADGRL2/PTGIR/LPAR3/PSAP/RIMS2/PDE4B/PTHLH/GNG2/ADCY7/APLP1/GABBR2/LGR4/GNA14/ADRA1D/GNAZ/ADRB2/TBXA2R/ARRDC3/HTR1B/ATP2B4/ADCYAP1R1/S1PR2/ADORA2B/GRM1/GPR4/GPR78/ADGRB1/UCN2/AKAP12/GPR65/MCHR1/GNAQ/CHRM3/LPAR2/FLNA/AKAP13/ADGRE2/ADGRG1/ADRA2A/GIP/GNAL/PDE2A/DRD2/CHRM4/PTGER2/OPRD1/LPAR1/GALR2/P2RY1/ADCY5/ADRA1B/PDE4D/CACNA1D/GNA12/GNA13/PTH1R/ADGRB3/S1PR3/RGS2/EDN1/PALM/PTGFR/GRM2/OPRL1/WASF2/AKAP5/S1PR1/PDE4A/PRMT5/GRM8/SSTR2/CRHR2/ADCY3/GPR176/GPER1/CALCRL/ADCY6/PRKCA/ABCA1/ADGRL1/RAPGEF2/PRKAR1A/RAMP2/PTGER4/ADM5/GNB1/TCP11/GRM5/GIPR/ADRA2C/ITGB3/PTGER1/PLN/ADGRF3/RAPGEF4/ADGRE5/PRKACB/S1PR5/GPR37/GRM4/CRTC3/GPR157/GSK3A/ADGRD1/GNA11/GPR161/RIC8A/GNAI2/HTR1D/GNAS/MC1R/GNAO1/GNAI1/ADCY1/GPR3/CXCL11/PRKACA/GABBR1/NHERF1/ADCY9/ADGRB2/RAMP1/RXFP1/GNAT2/ADGRG2/CHRM5/GRK5/GNAI3/ADRB1/FPR1/GNAT1/ADCY8/ADGRF4/CNR1/ADRA2B/ADGRL3/HRH3/ADGRG5/NPY1R/GALR3/HRH4/GALR1/CALCA/GPR26/VIP/DRD4/ADGRG4/GNA15/OXER1/GRM6/CNR2/CORT/GRM7/ADCY2/P2RY12/GPR37L1/VIPR1/GLP2R/ADORA2A/CHGA/PTGDR2/CXCL10/MC4R/ADGRE1/GRIK3/INSL3/ADGRF1/CXCL9/ADGRF5"	"1/112"	"179/22130"	0.598720564467136	"ADGRE1"	1	180	1.10385075818037	0.733965966912684
"GOBP ADULT BEHAVIOR"	"go_bp"	"GOBP_ADULT_BEHAVIOR"	"GOBP_ADULT_BEHAVIOR"	"SLC7A11/GDNF/PREX2/HOXD10/HIPK2/SNCA/HOXD9/SPTBN2/GRIN2D/CCND2/WDR47/HOMER1/SHANK1/SDK1/APP/CXCL12/DAB1/NAGLU/HOMER2/ASIP/MAFG/CNTNAP2/CLCN3/ARCN1/NTSR1/SLC1A1/HTR2A/HEXA/SHANK2/SLITRK6/CHRNA5/OXR1/BTBD9/CLN8/NLGN2/CTNS/SPTBN4/GIP/TBCE/SLC1A2/DRD2/RNF180/NLGN4X/NRXN1/ALK/NCSTN/OPRD1/ARRB2/PPT1/CEND1/GIGYF2/BBS1/SLITRK1/SHANK3/NRXN3/ZFHX2/ABAT/GRM2/NR4A2/TMOD1/ABHD12/ZMPSTE24/PRKN/HDAC2/CHD7/EPS8/ZIC1/FXN/TUBA1A/NPC1/UCHL1/CDK5/EHMT2/PAFAH1B1/CSTB/SCN1A/GHRL/EPHA4/USP46/FADD/PARK7/HTRA2/LGI4/TPGS1/PUM1/INPP5F/PPARA/NRXN2/AGTPBP1/CHRNB1/SNCG/NTAN1/CNP/BBS4/NLGN3/PBX3/EFNB3/SEPTIN5/BBS2/TSC1/MECP2/GLRB/PCDH17/ATP1A2/CHRNA3/CHRNA7/PAX5/CHRNB2/GBX1/FGF12/CHL1/DRD4/DMBX1/FOXA2/CACNB4/EN1/NTF4/PPP1R1B/DBH/LEP/CNTN2/NPY"	"1/112"	"121/22188"	0.461016629236225	"NTSR1"	1	122	1.63724911452184	0.669704349864357
"GOBP ADULT LOCOMOTORY BEHAVIOR"	"go_bp"	"GOBP_ADULT_LOCOMOTORY_BEHAVIOR"	"GOBP_ADULT_LOCOMOTORY_BEHAVIOR"	"GDNF/PREX2/HOXD10/HIPK2/SNCA/HOXD9/GRIN2D/CCND2/WDR47/APP/CXCL12/DAB1/CLCN3/ARCN1/NTSR1/HEXA/SHANK2/SLITRK6/OXR1/BTBD9/CLN8/NLGN2/CTNS/SPTBN4/GIP/TBCE/DRD2/OPRD1/ARRB2/PPT1/CEND1/GIGYF2/NR4A2/TMOD1/ABHD12/ZMPSTE24/PRKN/CHD7/EPS8/ZIC1/FXN/TUBA1A/NPC1/UCHL1/PAFAH1B1/CSTB/SCN1A/EPHA4/PARK7/HTRA2/LGI4/PUM1/INPP5F/AGTPBP1/SNCG/NTAN1/CNP/PBX3/EFNB3/TSC1/MECP2/GLRB/ATP1A2/GBX1/FGF12/CHL1/DRD4/DMBX1/FOXA2/CACNB4/EN1/NTF4/CNTN2"	"1/112"	"72/22237"	0.308866817154604	"NTSR1"	1	73	2.75756448412698	0.603411181094378
"GOBP ALCOHOL BIOSYNTHETIC PROCESS"	"go_bp"	"GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS"	"GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS"	"DHFRP1/IMPA2/SPHK1/SEC14L2/SNCA/NUS1/H6PD/NFKB1/FGF1/ASAH1/SRD5A3/MOXD1/GBA1/DGKQ/DHCR24/DHDDS/HRH1/FDPS/PLPP6/SPR/IPMK/ADCYAP1R1/ACER2/BMP6/PRKG1/NTSR1/REST/ITPKC/APOE/PCK2/ABCA2/EBP/INSIG1/SREBF1/G6PD/DKK3/HSD17B7/ACLY/FGF2/CYP27B1/IP6K2/LBR/SPTLC2/PTK2B/SPTLC3/P2RY1/MVK/IPPK/SPTSSA/ASAH2/SC5D/ITPKB/PMVK/CLCN2/ARV1/PRKAA2/PTH1R/PLEK/PCBD2/SPTLC1/SCAP/SREBF2/CYB5R3/ACER3/FDFT1/IP6K1/GPER1/MBTPS1/LPCAT3/PPIP5K2/PTS/ERLIN1/INSIG2/HMGCS1/IMPA1/TM7SF2/P2RY6/PCBD1/BMP2/MBTPS2/ISYNA1/IP6K3/ITPKA/PARK7/HMGCR/PGP/LIPA/CYP27A1/DHFR/GCH1/ACER1/PRKAA1/CACNA1H/MVD/NSDHL/ERLIN2/CES1/IDI1/DHCR7/DAB2/SPHK2/WNT4/SOD1/LSS/PPIP5K1/GOT1/MSMO1/CYP51A1/GFI1/CYP2R1/ABCG4/PTAFR/QDPR/ACAA2/ABCG1/APOA1/NPC1L1/CYP7A1/BMP5/AQP8/APOB/DBH/LEP/AVPR1B/MIR98"	"2/111"	"123/22186"	0.131193532169502	"NTSR1/APOE"	2	125	3.24998168900608	0.516996248033809
"GOBP ALCOHOL CATABOLIC PROCESS"	"go_bp"	"GOBP_ALCOHOL_CATABOLIC_PROCESS"	"GOBP_ALCOHOL_CATABOLIC_PROCESS"	"SRD5A3/GK/NTSR1/APOE/ALDH3B1/SCARB1/AKR1D1/SCARF1/GK5/AKR1C3/TPI1/ADH4/ALDH1B1/NUDT3/GPD2/CYP27A1/ALDH2/SORD/SNX17/MIOX/TKFC/AKR1B10/CYP46A1/CYP7A1/SULT1B1/CYP39A1/SULT1C4"	"3/110"	"24/22285"	0.000333770278399763	"NTSR1/APOE/CYP39A1"	3	27	25.3238636363636	0.32342339976937
"GOBP ALCOHOL METABOLIC PROCESS"	"go_bp"	"GOBP_ALCOHOL_METABOLIC_PROCESS"	"GOBP_ALCOHOL_METABOLIC_PROCESS"	"DHFRP1/DHRS3/IMPA2/PCSK9/SPHK1/ALDH1A1/NUDT4/SEC14L2/PLA2G4A/PRKG2/SNCA/INPP5A/OCRL/CH25H/CUBN/NUS1/H6PD/GDE1/CYP1B1/NFKB1/ACP3/APP/FGF1/ASAH1/FDX1/VLDLR/SRD5A3/ALG2/MOXD1/GBA1/DGKQ/DHCR24/NUDT10/ALDH3A2/NPC2/DHDDS/GK/COQ2/MINPP1/HRH1/FDPS/PLPP6/AKR1C1/ACSS1/SPR/IPMK/SGPP1/ADCYAP1R1/LDLR/ACER2/BMP6/CYP7B1/PRKG1/NTSR1/TTC39B/REST/SMPD1/ITPKC/RETSAT/SOAT2/ALG9/APOE/PCK2/ABCA2/EBP/CYP1A1/SYNJ1/PNPLA2/INSIG1/SGPP2/AKR1B1/SREBF1/CLN8/G6PD/DKK3/HSD17B7/ACLY/FDXR/FGF2/CYP27B1/IP6K2/NUDT11/LBR/SPTLC2/APOL2/APOL1/PIP4P1/TPK1/PTK2B/SPTLC3/CYP11A1/GALR2/P2RY1/ADH6/MVK/INPP5B/IPPK/CEBPA/SPTSSA/ASAH2/SC5D/DHRS4/ITPKB/PMVK/CLCN2/PLCB1/ARV1/PRKAA2/ALDH3B1/ADH1B/PTH1R/INPP4B/PLEK/ALG8/SCARB1/CYP27C1/PCBD2/SPTLC1/CETP/CYP2D6/NAAA/ADH5/APOC1/COQ3/ITPK1/NFE2L1/SCAP/DGAT2/ADH1C/SREBF2/AKR1D1/ALG1/MPDU1/AKR1A1/AKR7A2/INPP5J/CLN6/CYB5R3/ACADVL/ACER3/FDFT1/STARD3/INPP4A/IP6K1/GPER1/MBTPS1/LPCAT3/PPIP5K2/NPC1/NAPEPLD/IDH1/DPM3/PTS/ERLIN1/INSIG2/SCARF1/DPM1/ABCA1/GPD1/HMGCS1/IMPA1/GK5/OSBPL5/HDLBP/CEL/TM7SF2/AKR1C3/P2RY6/PCBD1/SLC5A3/BMP2/DHRS7/TPI1/MBTPS2/GNB3/ABCA5/PLPP1/STAR/ADH4/ALDH1B1/PECR/AKR1C2/ISYNA1/ALG13/IP6K3/NUDT3/DPAGT1/ITPKA/IDH2/PARK7/GDPD3/HMGCR/PGP/OSBPL1A/LIPA/GPD2/CYP27A1/ANGPTL3/DHFR/PLPP3/ALDH2/GCH1/ACER1/PRKAA1/SORD/LDLRAP1/CACNA1H/SNX17/GDPD1/MVD/LIPC/MIOX/RFT1/NSDHL/HSD17B6/ERLIN2/DPM2/CES1/LIPE/ALG6/IDI1/DHCR7/IDH3A/CYP3A5/DAB2/THTPA/ALG14/ALG10B/PLPP2/EPHX2/IDH3G/GBA2/PPARD/SPHK2/RDH10/TKFC/SQLE/DOLK/DGAT1/WNT4/CAT/SOD1/PLB1/LSS/ACO2/IDH3B/PPIP5K1/TSKU/FMO5/RDH14/LIMA1/SOAT1/GOT1/ALDH1A3/RDH5/ALG12/SHPK/LCAT/LRP5/MSMO1/ALDH1A2/ALG3/DOLPP1/AKR1B10/ACSS2/ALG10/RDH13/FECH/STARD4/CYP46A1/CBR4/MECP2/CYP51A1/GFI1/CYP2R1/PNPLA4/LEPR/ABCG4/RDH11/GALK1/PTAFR/QDPR/ACAA2/HSD11B2/DISP3/ABCG1/DEGS2/CYP3A7/LRP2/APOA1/SLC34A1/NPC1L1/CYP7A1/BMP5/LRAT/AKR1B15/NUDT4B/AQP8/APOB/RBP4/EDNRB/APOBR/RDH12/DBH/LEP/SULT1B1/CYP39A1/RDH8/NR1H4/SULT1C4/AVPR1B/MIR98"	"3/110"	"309/22000"	0.208465040815366	"NTSR1/APOE/CYP39A1"	3	312	1.94174757281553	0.53667356425545
"GOBP ALPHA BETA T CELL ACTIVATION"	"go_bp"	"GOBP_ALPHA_BETA_T_CELL_ACTIVATION"	"GOBP_ALPHA_BETA_T_CELL_ACTIVATION"	"TNFSF18/TOX/IL6/SMAD7/LOXL3/TNFSF4/BCL3/PNP/VSIR/JUNB/RORA/PTPN22/GLI3/ABL1/CBLB/CD83/IL23R/BCL2/SH3RF1/PRKCZ/IL4R/SOCS3/STAT6/EBI3/ADA/CD274/IL18/TNFRSF14/IRF4/RELB/TRAC/ARMC5/ZBTB7B/GATA3/HLA-E/ZFPM1/HSPH1/RIPK2/TCIRG1/IL6R/CD55/MTOR/KMT2A/CD160/IL15/RSAD2/BCL6/JAK3/SOCS1/RPL22/BRAF/ITPKB/SHB/AP3D1/PRR7/STAT3/CBFB/HLX/CD81/PTPRC/IL12A/TMEM98/IL23A/KLHL25/ENTPD7/STOML2/GPR183/HLA-A/NLRP3/SEMA4A/LGALS9/ARG2/CTSL/AP3B1/NFKBID/PRDM1/ANXA1/NDFIP1/PTGER4/TYK2/FOXP1/IRF1/MEN1/RARA/DOCK2/RHOA/NKAP/MALT1/ATF2/JAK1/SLC4A2/NFKBIZ/ATP7A/STAT4/CDH26/MAPK8IP1/ELF4/AGER/BCL11B/JAK2/RUNX3/SOCS5/ITCH/RUNX1/FOXP3/HFE/LEF1/TGFBR2/RC3H2/HMGB1/FOSL2/ZC3H12A/TRBC2/TWSG1/ZAP70/RC3H1/MYB/TBX21/SHH/CRTAM/RASAL3/ZBTB16/IHH/NCKAP1L/HLA-DRB1/XCL1/PSMB11/WDFY4/CD247/PRKCQ/ADORA2A/HLA-DRA/GPR18/IL12B/IL18R1/TNFSF8/CARD11"	"1/112"	"136/22173"	0.50057445559798	"NCKAP1L"	1	137	1.45568539915966	0.69194956843715
"GOBP ALPHA BETA T CELL DIFFERENTIATION"	"go_bp"	"GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION"	"GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION"	"TNFSF18/TOX/IL6/SMAD7/LOXL3/TNFSF4/BCL3/PNP/JUNB/RORA/GLI3/ABL1/CD83/IL23R/BCL2/SH3RF1/PRKCZ/IL4R/SOCS3/STAT6/ADA/IL18/IRF4/RELB/ARMC5/ZBTB7B/GATA3/ZFPM1/RIPK2/IL6R/MTOR/KMT2A/RSAD2/BCL6/JAK3/SOCS1/RPL22/BRAF/ITPKB/SHB/AP3D1/PRR7/STAT3/CBFB/HLX/TMEM98/IL23A/KLHL25/ENTPD7/GPR183/NLRP3/SEMA4A/LGALS9/CTSL/AP3B1/NFKBID/PRDM1/ANXA1/PTGER4/FOXP1/IRF1/MEN1/RARA/RHOA/NKAP/MALT1/ATF2/JAK1/SLC4A2/NFKBIZ/ATP7A/STAT4/BCL11B/RUNX3/SOCS5/RUNX1/FOXP3/LEF1/TGFBR2/RC3H2/HMGB1/FOSL2/ZC3H12A/ZAP70/RC3H1/MYB/TBX21/SHH/ZBTB16/IHH/NCKAP1L/HLA-DRB1/PSMB11/HLA-DRA/GPR18/IL12B/IL18R1/TNFSF8"	"1/112"	"97/22212"	0.391169579838692	"NCKAP1L"	1	98	2.04455081001473	0.633851710474403
"GOBP AMEBOIDAL TYPE CELL MIGRATION"	"go_bp"	"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION"	"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION"	"PTGS2/GREM1/KIT/CLEC14A/HBEGF/GDNF/SEMA7A/THBS1/PLEKHG5/ATOH8/RGCC/HMOX1/FGF10/PTN/STC1/ENPP2/ACVRL1/SEMA3E/PITX2/FOXC2/DAAM2/SEMA3F/SEMA3D/LPXN/SEMA3A/HAND2/ITGA2/GATA2/EGR3/CENPV/MAP2K3/PRSS3/RHOJ/ADTRP/TEK/EDNRA/GRN/SOX9/BMP4/SNAI1/ACTA2/PTPRR/ID1/GLIPR2/PAXIP1/LGMN/ABL1/NUS1/ITGA4/MEOX2/ISL1/CYP1B1/TNS1/SP1/FERMT1/AGT/HDAC6/FGF1/GADD45A/CTSH/MACF1/FAP/MEF2C/ACVR1C/SRPX2/RET/RHOB/ANGPT1/NRP1/SASH1/PDPK1/PPARG/TBXA2R/DUSP10/DPP4/VSTM4/DLL4/PROX1/CARD10/JCAD/ATP2B4/SEMA6A/SEMA6D/KLF4/RFFL/EFNB1/ADGRB1/SCG2/SRC/SERPINF1/AGO2/PKN3/EMC10/AKAP12/MMRN2/APOE/HTR2B/SGPL1/PRCP/SPRED1/PATZ1/SNAI2/CORO1B/MYH9/ERBB4/RTN4/ANXA3/CYGB/ITGB1/GATA3/EPHB4/BMP7/DNAJA4/ADAMTS9/TACSTD2/CAPN7/PTPRM/PTEN/KRIT1/SVBP/HDAC5/PRR5L/VEGFC/FGF2/ANLN/TMSB4X/CORO1A/HAS2/AMOTL2/SEMA4D/ROBO1/RAB13/ILK/FGF18/PRKD1/SEMA4G/PIK3C2A/HDAC7/EPHA2/HIF1A/WNT5A/MTOR/YTHDF3/VASH1/PTK2B/GFUS/FUT8/KDR/SMAD4/KITLG/MCC/P2RX4/ADAM9/EPB41L5/SMO/SIRT1/PLXND1/SDC4/BRAF/RAB11A/HYAL2/VHL/TWIST1/CIB1/GNA12/ETS1/MEGF8/GNA13/HDAC9/ITGB1BP1/ARHGDIB/CDH2/TGFB1/SCARB1/LAMA5/EDN1/PXN/LGALS8/RAC1/TGFB2/DCN/AMOTL1/CDH13/PDLIM1/NR2F2/PIK3CB/AAMP/SLIT2/EFNB2/FSTL1/ZFAND5/PDCD10/CCBE1/SP100/PIK3CA/AMOT/BCAS3/VEGFA/DAB2IP/WASF2/BMPER/AKT3/ACVR1/RRAS/CAP1/PRKD2/PTPRG/GPX1/ROCK1/MACIR/MET/SH3BP1/GPC3/GPI/SEMA4A/TESK1/TACR1/BMPR2/SEMA6C/PTP4A3/NFE2L2/FOLR1/DOCK5/PRKCA/ROCK2/PIK3CD/LOXL2/MAPRE2/ARF6/ADGRA2/PIP5K1A/ANXA1/CCN3/PAFAH1B1/ZEB2/ARSB/PDCD6/RADIL/RREB1/NR4A1/FBXW7/FOXP1/ARHGAP5/PFN1/FAT2/CLASP2/MAP2K5/STARD13/PIK3R3/STAT5A/TNFSF12/HSPB1/ZNF580/SEMA5A/ITGB3/DDR2/NRP2/CORO1C/EFNA1/WNT11/SOX8/ADIPOR1/PTPN11/GJA1/KANK2/ACVR1B/PLK2/CD248/EPB41L4B/LAMTOR2/PTPN23/PTK2/RHOA/WDPCP/SEMA3B/STAT1/RCC2/KANK1/NF1/PLPP3/ATP5F1A/ITGB7/PKN1/C1QBP/PFN2/BCAR1/IRS2/SYNJ2BP/SMURF2/FN1/AQP1/DOCK1/AKT1/ENG/NANOS1/GPLD1/CLN3/NOS3/MESP1/EVL/DMTN/CD40/S100A2/NOTCH1/RIC8A/TPBG/EMP2/ATP5F1B/SRGAP2/PRKX/PLEC/PPARD/PHACTR4/TGFBR1/CDC42/PPM1F/SPARC/ADAM17/SEMA3C/FGF7/CSNK2B/SEMA4C/ARHGAP4/CALR/SEMA4B/PML/LTB4R2/EGF/TGFBR2/GIPC1/SEMA4F/PRKCE/MAP3K3/HMGB1/NHERF1/MTA2/MAPK14/FER/SYDE1/FGFR1/PLCG1/RIN2/JUP/MIR27B/APPL1/ARHGEF7/ZC3H12A/IQGAP1/GLUL/CLASP1/LRP5/TMEM201/APPL2/MMP9/ARID5B/TBX1/HYAL1/ITGB4/IQSEC1/MIR199A1/MAP4K4/EPPK1/PKN2/MECP2/SRF/ANXA6/BAG4/ITGA3/TIMP1/MIA3/GBX2/SOX18/SHH/FLT4/FGF19/HAS1/TNF/MIR193A/CEACAM1/PDGFB/APOA1/SOX17/EDN2/PAX6/ANGPT2/SEMA3G/P2RY12/MIXL1/FUT1/SEMA6B/S100P/EDNRB/KRT16/ANGPT4/MARVELD3/SMOC2/INSL3/FGF16"	"3/110"	"395/21914"	0.324890980828499	"APOE/AGT/MIR193A"	3	398	1.51304948216341	0.604840830265297
"GOBP AMIDE TRANSPORT"	"go_bp"	"GOBP_AMIDE_TRANSPORT"	"GOBP_AMIDE_TRANSPORT"	"SLC14A1/F2RL2/IL6/SLC7A11/PDPN/SOX4/UCP2/F2RL1/SYBU/BMAL1/GPR68/SNCA/SLC1A4/ADORA1/GRP/SLC16A1/ACVR2B/TRPM4/FOLR3/P2RX7/PSAP/RIMS2/IL1RN/TAP2/ISL1/SMPD3/SLC9B2/PTPRN/SLC33A1/SLC16A2/SERP1/RAB1A/SLC15A3/ACVR1C/PDE8B/VGF/STX1A/SELENOT/GNAZ/SNAP25/ACSL4/PTPRN2/RAB11FIP5/CERT1/ABCB1/SGPP1/PLTP/PRKG1/GRM1/NTSR1/SLC1A1/SLC38A5/CCL5/REST/CD74/PCLO/PIM3/TACR2/PICK1/PCK2/RAB3A/ABCA2/MIDN/C2CD2L/RAB11FIP2/SLC19A2/ITGB1/STXBP1/CHRM3/SREBF1/OSBP/CCDC186/PFKFB2/CLN8/SLC1A7/CRH/HTR2C/UQCC2/NLGN2/ADRA2A/AQP3/ABCB4/DISP1/GIP/C1QTNF12/APBA1/TCIRG1/SFRP1/SLC1A2/DRD2/PRAF2/PRKD1/EFNA5/HIF1A/TRPV4/PSMD9/IL1B/SLC15A4/EXOC3L1/SYT7/UBE2Q1/FOXO1/SIRT3/ADCY5/BRSK2/ABCG2/AQP11/PFKM/RAB3GAP1/KISS1/PLCB1/SIRT6/CDK16/EDN1/STXBP3/SLC17A7/SLC8B1/PASK/TARDBP/GAL/ABAT/RBM4/TM7SF3/LRRC8A/GRM2/MYRIP/CPTP/NTRK2/KCNJ8/PRKN/SLC2A2/SLC5A6/ABCB9/SIRT4/CHD7/SLC19A1/PLA2G6/RFX3/GPER1/CAMK2G/ARL6IP1/FOLR1/TCF7L2/EPHA5/CYB5R4/ABCD1/SYTL4/NNAT/TAP1/ABCA1/ANXA1/CCN3/GLUD1/VAPA/PRKAR1A/ENY2/SLC25A18/ABCA12/FKBP1B/MPC2/RPH3AL/TRPV1/NDUFAF2/GHRL/CAPN10/SLC27A1/SLC25A13/GCK/PER2/SMAD2/SLC26A6/BAIAP3/GIPR/PARK7/ABCB8/SLC46A1/EIPR1/PTPN11/STXBP4/GJA1/SNX19/SLC15A2/VPS54/BLK/PSEN1/NF1/AACS/ZBED6/SLC38A6/AIMP1/RAPGEF4/IRS1/IRS2/TFR2/AQP1/GNA11/ENSA/ITPR1/PPP3CA/GPLD1/NR1D1/JAGN1/JAK2/PFKL/UCN/RAB11B/HFE/RASL10B/BMP8A/ARL6IP5/KLF7/PLEKHA8P1/PRKACA/GABBR1/MCU/GIPC1/PRKCE/CPT1A/INHBB/PAX8/ABCC5/PPP3CB/SLC25A22/BAD/HADH/LRP5/GNAT2/CPE/TIAM1/GLTPD2/RAB8B/CLOCK/DTNBP1/SLC1A3/SIDT2/GLTP/NADK/SLC25A12/SLC38A2/STX4/ORAI1/PLEKHA8/SRI/RAF1/MAFA/SLC38A3/CA2/GPR27/ABCA13/ADCY8/AQP9/CNR1/NKX6-1/ATP1A2/AVPR1A/HRH3/TNF/PRKCB/SLC14A2/LRP2/ALOX5/SLC16A10/POU3F3/ILDR2/CD38/VIP/KMO/CDH17/HLA-DRB1/GRM7/FGB/AQP8/SLC25A47/FOXA2/RBP4/ADORA2A/CPLX1/ANO1/CHGA/KCNB1/LEP/MC4R/SLC17A8/NR1H4/MTTP/SPINK1"	"2/111"	"284/22025"	0.423694666521343	"NTSR1/PDE8B"	2	286	1.39734805227763	0.655846856005082
"GOBP AMINE TRANSPORT"	"go_bp"	"GOBP_AMINE_TRANSPORT"	"GOBP_AMINE_TRANSPORT"	"GDNF/SNCA/ADORA1/P2RX7/SV2A/CXCL12/STX1A/HTR1B/SLC38A1/PRKG1/NTSR1/SLC44A1/HTR2A/TACR2/RGS4/TOR1A/SYT2/PINK1/ITGB1/STXBP1/CRH/ADRA2A/DRD2/SYT5/SYT1/SYT7/SLC44A2/P2RY1/RAB3GAP1/RGS2/RAB3B/ABAT/SDHD/GRM2/PRKN/ARL6IP1/PER2/ADRA2C/SLC12A2/SLC43A2/PSEN1/OXTR/SLC7A5/SNCG/ARL6IP5/GABBR1/SLC43A1/SYT11/SLC18A2/DTNBP1/GRK2/SLC38A2/SYT15/SLC38A3/RHCG/AQP9/CNR1/SLC18A3/ADRA2B/ATP1A2/AVPR1A/CHRNA3/CHRNA7/HRH3/SYT6/TNF/PRKCB/CHRNB2/VIP/DRD4/SLC22A16/SYT3/KMO/KCNA2/GRM7/AQP8/ADORA2A/CHGA/KCNB1/LEP/SLC17A8/SYT9"	"1/112"	"81/22228"	0.339693887468772	"NTSR1"	1	82	2.45017636684303	0.611029031579844
"GOBP AMINO ACID IMPORT ACROSS PLASMA MEMBRANE"	"go_bp"	"GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE"	"GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE"	"SLC7A8/SLC7A11/SLC6A9/SLC1A4/SLC36A1/SLC22A4/SLC6A6/SLC16A2/SLC38A1/GRM1/NTSR1/SLC1A1/SLC38A5/RGS4/SLC3A2/ITGB1/CLN8/SLC1A2/RGS2/ARL6IP1/SLC38A4/SLC7A1/SLC7A2/SLC1A5/PER2/SLC43A2/PSEN1/SLC36A4/SLC7A5/ARL6IP5/SLC43A1/SLC47A1/SLC1A3/GFAP/SLC38A2/SLC38A3/SLC6A13/ATP1A2/TNF/SLC17A8"	"1/112"	"39/22270"	0.183128780425543	"NTSR1"	1	40	5.09844322344322	0.521402521749598
