"240313_ICP4"	"240313_n208"	"240501_ICP4"	"240501_RR_LL"	"240710_RR_LL"	"240814_ICP4"	"240814_RR_LL"	"240904_ICP4"	"240904_n208"	"240905_ICP4"	"240905_n208"	"240926_ICP4"
"ENSG00000013619"	702	2377	385	499	515	286	290	1159	1331	1369	1460	971
"ENSG00000013725"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000013810"	4557	18300	2008	939	505	1390	2638	12977	5483	11207	5467	2045
"ENSG00000014123"	1064	4631	1240	935	931	907	921	3146	3363	4157	3326	2837
"ENSG00000014138"	216	612	104	45	55	43	101	554	268	448	272	180
"ENSG00000014164"	547	1659	469	428	334	487	476	1774	1337	1481	1427	1253
"ENSG00000014216"	4490	16420	7904	6380	5332	6111	7375	23758	16638	19541	21908	15776
"ENSG00000014257"	0	2	40	45	46	15	7	12	24	5	28	136
"ENSG00000014641"	3177	15667	4108	3518	3725	3294	4346	19537	13172	17671	13699	13416
"ENSG00000014824"	1585	6952	1887	1517	1689	1324	1742	5837	5055	6415	5917	4750
"ENSG00000014914"	325	1507	580	377	319	293	433	1902	1528	1590	1748	1136
"ENSG00000014919"	350	1420	479	365	348	296	332	1337	1014	1564	1352	1117
"ENSG00000015133"	3	6	0	0	6	0	0	7	16	15	10	11
"ENSG00000015153"	267	1087	251	199	307	192	194	903	1086	968	1270	1101
"ENSG00000015171"	2671	11161	2483	2276	2146	1835	2166	7090	6833	9448	7629	6230
"ENSG00000015285"	0	13	15	2	7	1	20	23	16	19	20	19
"ENSG00000015413"	0	1	0	0	1	0	0	0	3	0	0	2
"ENSG00000015475"	624	2581	781	718	720	781	825	2552	2291	2558	2589	2702
"ENSG00000015479"	15	68	17	7	15	9	12	95	31	45	57	18
"ENSG00000015520"	0	1	0	0	1	0	0	6	13	6	4	16
"ENSG00000015532"	1181	4155	2434	1687	1363	1550	1637	4239	3845	3235	3950	3771
"ENSG00000015568"	1	3	0	1	1	0	0	0	3	3	2	3
"ENSG00000015592"	0	0	0	0	0	0	0	2	0	1	1	0
"ENSG00000015676"	2872	9649	3122	2997	3344	2789	2972	9273	8067	8133	7869	8724
"ENSG00000016082"	44	175	20	25	7	25	54	118	119	217	142	123
"ENSG00000016391"	40	151	58	13	59	4	10	135	337	116	163	125
"ENSG00000016402"	7	29	0	11	8	0	5	26	7	21	8	8
"ENSG00000016490"	0	2	0	0	0	0	0	2	2	0	1	7
"ENSG00000016602"	0	0	0	0	0	0	0	0	3	1	0	3
"ENSG00000016864"	1570	6356	1760	1665	1691	1242	1505	5358	4331	6534	4406	5003
"ENSG00000017260"	3334	15585	3423	3352	4139	4284	5110	16967	16502	19759	20754	18719
"ENSG00000017427"	0	0	0	0	0	0	0	3	0	5	0	0
"ENSG00000017483"	643	2137	1748	1667	1146	701	692	2035	1681	1359	1538	889
"ENSG00000017797"	2503	9143	3014	2496	2541	2085	2738	7490	6704	9236	8380	7044
"ENSG00000018189"	732	2657	663	622	558	657	634	2747	2543	2183	2095	1978
"ENSG00000018236"	16	76	10	11	4	40	25	38	54	29	75	54
"ENSG00000018280"	0	20	5	1	6	2	3	48	16	41	29	33
"ENSG00000018408"	1625	5141	3653	2565	2454	1623	1935	4195	5197	5543	6206	6443
"ENSG00000018510"	1417	5841	1756	1506	1191	1187	1639	4555	4058	5717	5045	3806
"ENSG00000018607"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000018610"	371	1576	302	197	234	214	438	1461	1180	1617	1192	917
"ENSG00000018625"	1	1	0	1	8	5	0	4	7	1	2	12
"ENSG00000018699"	818	3413	673	504	551	414	661	2111	1953	2288	2256	1672
"ENSG00000018869"	33	187	13	32	103	61	60	187	353	167	360	399
"ENSG00000019102"	0	0	0	0	0	0	3	4	2	6	9	1
"ENSG00000019144"	2622	8626	5677	3848	3519	2245	2437	11026	10688	9355	10849	11778
"ENSG00000019169"	0	0	0	0	0	0	0	0	7	0	0	7
"ENSG00000019186"	4	26	0	0	0	0	0	11	20	2	6	0
"ENSG00000019485"	119	330	189	155	174	81	50	334	454	366	449	698
"ENSG00000019505"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000019549"	1892	7337	1917	1063	803	1875	1630	8977	7436	9442	7600	9267
"ENSG00000019582"	45	89	9	20	9	7	19	115	106	95	67	68
"ENSG00000019991"	51	241	122	38	103	16	13	787	318	922	282	145
"ENSG00000019995"	396	1653	384	285	434	313	370	1301	1638	1799	2035	2346
"ENSG00000020129"	1015	3775	1861	1670	1449	1169	1217	4433	4511	3719	4839	5730
"ENSG00000020181"	5244	17330	3428	2727	2230	2614	2280	11046	9845	10899	8515	5403
"ENSG00000020219"	0	0	0	0	0	0	0	3	0	0	1	0
"ENSG00000020256"	454	1627	576	343	413	410	450	1394	1144	1458	1350	1106
"ENSG00000020426"	465	2214	491	515	515	395	570	2345	2093	2596	2548	2047
"ENSG00000020577"	3036	11331	3089	2993	3163	2937	3131	7943	11610	9248	15971	13195
"ENSG00000020633"	6	31	5	12	7	11	9	19	11	25	18	15
"ENSG00000020922"	675	3073	466	371	335	281	501	2161	1635	2312	1710	1259
"ENSG00000021300"	0	9	0	3	1	1	0	17	5	10	8	22
"ENSG00000021355"	459	1917	700	471	480	495	713	1907	1668	2405	2521	1946
"ENSG00000021461"	0	0	0	0	0	0	0	7	2	0	0	0
"ENSG00000021488"	2	5	0	1	1	3	0	2	0	11	8	6
"ENSG00000021574"	370	1530	424	377	287	346	422	930	1088	1379	1491	1264
"ENSG00000021645"	7	27	8	0	1	0	5	16	16	7	12	11
"ENSG00000021762"	1074	3886	1329	1036	995	992	1016	3873	2920	3745	3465	2715
"ENSG00000021776"	1499	6209	1687	1276	1387	946	1183	4355	4333	5981	4839	3912
"ENSG00000021826"	210	864	114	77	67	158	126	494	483	695	525	318
"ENSG00000021852"	2	4	2	0	0	0	6	3	9	3	29	5
"ENSG00000022267"	3655	15191	2075	1779	1696	3198	4279	17489	10218	25986	20882	12050
"ENSG00000022277"	2087	7284	2565	2219	1967	1998	2861	9466	6057	9038	7597	7200
"ENSG00000022355"	0	0	1	0	1	0	0	2	0	0	0	0
"ENSG00000022556"	0	1	0	0	0	0	1	4	2	6	3	0
"ENSG00000022567"	260	908	223	277	250	133	192	533	616	440	568	495
"ENSG00000022840"	3072	9840	3755	3633	3693	3126	4015	10209	9162	10898	10974	12249
"ENSG00000022976"	132	664	170	177	123	105	135	577	444	381	330	389
"ENSG00000023041"	946	4001	893	712	650	443	853	3297	2732	3668	2495	1832
"ENSG00000023171"	949	3335	1095	771	996	1069	1418	2871	2548	3254	3419	2908
"ENSG00000023191"	8618	28998	11164	10595	8965	9610	10738	33980	23770	23045	24059	27417
"ENSG00000023228"	2381	9557	3187	2293	2765	2336	3095	9171	7990	10297	9482	8827
"ENSG00000023287"	1010	4809	1877	1379	1840	1165	1383	3297	4862	5290	5412	5804
"ENSG00000023318"	1604	7141	2207	1863	1965	1706	2093	7376	6839	6612	7664	6593
"ENSG00000023330"	1979	7399	2836	2010	2449	2417	2730	9537	7111	6151	5769	8117
"ENSG00000023445"	61	315	33	44	107	22	25	330	881	310	952	1008
"ENSG00000023516"	1639	6865	1932	1582	1835	1279	1360	3597	5001	6328	5453	4547
"ENSG00000023572"	547	2383	549	482	420	333	507	2386	1875	2087	1733	2146
"ENSG00000023608"	398	1621	314	349	286	359	343	1283	1475	1081	1587	1660
"ENSG00000023697"	550	2409	609	512	522	409	546	2531	1605	2240	1859	1303
"ENSG00000023734"	5185	20865	5503	4460	4576	4415	5238	18634	13328	18762	16748	15374
"ENSG00000023839"	14	85	41	10	42	33	14	143	72	120	108	155
"ENSG00000023892"	39	183	51	2	39	25	45	187	92	163	122	52
"ENSG00000023902"	1557	6651	1801	1072	1485	1330	2053	7833	5958	5136	4565	3586
"ENSG00000023909"	1750	6414	2510	1551	1620	980	1344	3960	3537	8589	5521	3774
"ENSG00000024048"	1019	3817	1110	1054	1303	776	908	2874	4144	3994	5002	4126
"ENSG00000024422"	10127	31227	12764	12539	10476	11399	13119	31223	24675	26811	30867	27831
"ENSG00000024526"	1765	6332	823	351	173	572	837	3743	1111	4543	1499	591
"ENSG00000024862"	122	575	242	166	172	125	183	658	582	572	553	567
"ENSG00000025039"	20	64	66	32	90	41	37	117	111	48	57	262
"ENSG00000025156"	302	1284	363	178	310	253	326	1442	1085	1374	1077	1063
"ENSG00000025293"	1079	4268	1260	1195	1175	1025	1255	3519	3729	4004	3464	3579
"ENSG00000025423"	16	121	61	12	35	49	67	125	159	77	199	164
"ENSG00000025434"	57	336	113	98	93	99	94	561	470	481	372	428
"ENSG00000025708"	150	407	89	57	168	19	33	243	363	170	219	106
"ENSG00000025770"	1540	5851	1000	896	694	814	1049	5721	2744	3972	2730	1805
"ENSG00000025772"	2877	11688	4169	2531	3197	2974	3373	14907	11668	11532	10684	8592
"ENSG00000025796"	3460	13312	3737	3358	3908	2965	3475	9881	10719	12370	10888	12158
"ENSG00000025800"	2628	9393	3367	2695	2666	2367	2948	8142	7728	10517	9744	8983
"ENSG00000026025"	61861	254190	73915	61640	51942	68595	84960	282095	174916	265896	251623	186329
"ENSG00000026036"	69	341	55	62	33	30	33	282	161	162	197	103
"ENSG00000026103"	901	4248	1167	1195	1532	1195	1426	3892	5856	4970	7280	5350
"ENSG00000026297"	37	210	57	70	58	108	115	339	340	192	292	355
"ENSG00000026508"	25234	93032	37037	26705	32078	26952	35123	96189	69399	106639	96863	87802
"ENSG00000026559"	201	677	136	47	124	43	55	180	346	304	266	117
"ENSG00000026652"	128	594	173	164	187	127	180	539	588	526	579	392
"ENSG00000026751"	0	4	5	0	2	0	0	9	7	0	4	16
"ENSG00000026950"	171	723	282	147	193	121	93	970	819	1404	859	683
"ENSG00000027001"	547	2284	483	510	534	369	393	2253	1730	1631	1463	1538
"ENSG00000027075"	10	38	8	19	19	8	1	44	87	56	71	118
"ENSG00000027644"	0	6	0	0	0	0	6	0	6	3	11	6
"ENSG00000027697"	794	3211	648	643	876	700	720	2446	3154	3219	3295	2919
"ENSG00000027847"	546	2238	1022	882	811	936	898	2717	2205	2025	2141	2849
"ENSG00000027869"	1	25	25	3	16	11	2	32	41	16	16	14
"ENSG00000028116"	428	1945	587	477	445	386	525	2044	1587	2051	1790	1877
"ENSG00000028137"	183	872	196	88	148	47	96	712	289	297	196	87
"ENSG00000028203"	1237	5099	1868	1487	1989	1396	2019	4940	4527	5720	5928	5571
"ENSG00000028277"	514	1877	1287	721	982	673	921	2293	2834	2421	3273	2404
"ENSG00000028310"	1313	4807	1228	905	831	893	1109	4205	3018	3426	3037	2561
"ENSG00000028528"	2271	9365	3126	2755	2993	2621	2968	10820	9610	10159	9854	11010
"ENSG00000028839"	266	1565	314	239	296	181	311	1094	1035	1498	1379	1078
"ENSG00000029153"	1795	6239	1638	1103	1107	913	1253	4085	2659	6352	4959	1906
"ENSG00000029363"	3145	12648	3839	2673	3076	2700	3081	9808	9356	13632	10868	8408
"ENSG00000029364"	1958	7426	1775	2141	2160	1538	1775	5574	6331	6219	7311	6105
"ENSG00000029534"	120	327	330	532	789	113	163	824	1015	682	1244	1424
"ENSG00000029559"	0	1	0	0	1	2	0	0	0	5	8	1
"ENSG00000029639"	259	932	388	386	361	322	321	1391	771	1265	682	780
"ENSG00000029725"	1066	4061	1187	816	1098	811	1085	3440	3159	3121	2923	3382
"ENSG00000029993"	2040	7519	1549	705	644	897	1190	6445	2286	6741	2392	1902
"ENSG00000030066"	1975	7767	1041	1099	1206	828	981	4686	3829	5465	3942	2944
"ENSG00000030110"	672	3068	963	968	814	751	784	2458	2177	1874	2365	2129
"ENSG00000030304"	0	9	6	5	6	3	22	31	7	36	23	13
"ENSG00000030419"	149	537	162	160	182	129	106	406	514	746	981	584
"ENSG00000030582"	8756	31147	11873	10825	15812	9509	10608	40110	43616	24162	32104	46314
"ENSG00000031003"	1754	7341	1912	1718	2306	1496	1918	4957	6357	7449	8093	7128
"ENSG00000031081"	2027	7585	1927	1464	1547	1234	1506	3908	5261	5953	6573	3804
"ENSG00000031691"	535	2656	63	52	82	171	303	1808	945	1809	866	458
"ENSG00000031698"	5664	20726	8148	5952	7190	5651	7185	18352	21107	20415	19180	19584
"ENSG00000031823"	1551	5775	1743	1436	1264	1441	1800	6284	4388	5777	5191	5369
"ENSG00000032219"	306	1505	444	457	421	436	483	1223	1859	1613	2266	2718
"ENSG00000032389"	521	2169	761	512	468	618	635	2450	1934	2203	2112	2002
"ENSG00000032444"	1445	4722	2335	2003	2065	1825	2329	6374	5681	5148	6364	6312
"ENSG00000032742"	258	1030	230	156	110	133	197	802	712	913	881	710
"ENSG00000033011"	528	2237	635	621	549	707	793	2739	1755	2404	1795	2102
"ENSG00000033030"	725	2824	365	341	372	300	324	1925	2285	1916	2255	1755
"ENSG00000033050"	542	2266	592	560	460	378	566	1832	1269	1897	1554	1374
"ENSG00000033100"	2927	10703	6493	5045	5693	4035	4354	11075	12684	12309	13829	16499
"ENSG00000033122"	5	17	12	6	1	4	0	36	20	24	44	30
"ENSG00000033170"	1898	8391	2851	1671	1658	1423	1751	6295	5611	7353	5977	4712
"ENSG00000033178"	2417	11238	2731	2017	2288	2256	2693	7472	7146	7893	8964	5628
"ENSG00000033327"	558	2064	705	773	938	732	920	1883	1935	1246	2025	1988
"ENSG00000033627"	743	2823	1977	1946	2747	1518	1559	3273	3883	2577	3850	4518
"ENSG00000033800"	667	3126	674	653	691	525	747	2745	2555	3105	3157	3078
"ENSG00000033867"	1844	7365	1584	1704	2069	1075	986	3005	4297	3906	4458	5367
"ENSG00000034053"	295	1140	264	174	177	373	400	1355	944	1032	1142	1082
"ENSG00000034152"	3735	14350	5616	5442	5453	5407	5922	17282	15648	14081	20448	20515
"ENSG00000034239"	1	35	7	0	4	6	0	32	51	53	25	43
"ENSG00000034510"	35651	140124	49835	39752	27827	34984	41580	196359	90471	188972	111260	98883
"ENSG00000034533"	190	841	110	161	160	141	149	779	625	651	551	563
"ENSG00000034677"	869	3525	808	613	903	627	870	2421	3412	3072	4563	3654
"ENSG00000034693"	372	1794	376	341	398	401	550	1714	1482	1667	1473	1863
"ENSG00000034713"	919	3919	1446	1360	1672	1182	1535	5548	5129	4709	5312	5693
"ENSG00000034971"	2	9	0	0	0	0	1	3	20	6	18	4
"ENSG00000035115"	272	1195	283	280	207	316	235	1017	980	969	828	910
"ENSG00000035141"	1349	5146	779	837	704	846	1088	3523	1899	3174	2284	1924
"ENSG00000035403"	15937	55807	19902	16796	16109	18244	21678	54303	45381	66843	64407	60404
"ENSG00000035499"	316	1073	115	52	19	91	130	739	149	1166	195	380
"ENSG00000035664"	113	469	76	70	113	75	97	384	382	370	524	344
"ENSG00000035681"	1664	6946	1594	1207	1421	1097	1327	6174	5149	5673	4496	3972
"ENSG00000035687"	2010	7271	1582	1393	1945	1325	1635	5817	5552	5537	5262	6194
"ENSG00000035720"	0	2	0	1	0	0	0	0	0	0	6	0
"ENSG00000035862"	25509	98215	28019	24362	28584	21202	26398	80167	86239	79187	81415	77392
"ENSG00000035928"	1490	7152	1206	1085	948	850	1199	5116	4305	6642	4338	3810
"ENSG00000036054"	1353	6288	1715	1395	1628	1339	1622	4828	5834	6430	7590	6078
"ENSG00000036257"	1905	7596	1815	1611	1719	1233	1772	5853	4810	6978	5596	4581
"ENSG00000036448"	19	50	6	2	10	12	19	64	54	58	57	109
"ENSG00000036473"	0	0	0	0	0	0	0	0	1	2	1	0
"ENSG00000036530"	15	6	5	9	12	3	0	49	33	39	48	40
"ENSG00000036549"	1543	6463	1207	1070	1291	1007	1362	4111	3825	5507	4714	3285
"ENSG00000036565"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000036672"	8	25	24	10	41	0	4	41	27	34	28	73
"ENSG00000036828"	0	0	0	0	0	0	0	0	1	0	0	2
"ENSG00000037042"	339	1155	554	544	474	476	475	2282	1314	1352	1109	1930
"ENSG00000037241"	1087	4218	1031	683	679	740	945	4908	2662	4075	2590	1847
"ENSG00000037280"	0	12	0	1	0	0	0	8	4	9	6	18
"ENSG00000037474"	2829	11989	2525	1927	1707	2007	2517	8205	6485	8877	8026	6552
"ENSG00000037637"	503	2311	694	512	653	534	723	2337	2407	2534	2515	2888
"ENSG00000037749"	1324	6405	1088	1461	1347	928	1016	2927	3599	4062	4195	3354
"ENSG00000037757"	246	1067	346	339	259	340	280	1410	803	961	1000	875
"ENSG00000037897"	523	2006	364	303	284	288	440	1863	1087	1267	1098	962
"ENSG00000037965"	80	277	46	71	58	28	42	168	120	176	117	131
"ENSG00000038002"	461	2207	476	352	466	384	418	2364	1620	2136	1851	1580
"ENSG00000038210"	1068	4828	1071	1092	799	827	1402	3278	2934	3894	3514	2730
"ENSG00000038219"	1358	5241	1757	1182	1457	1065	1116	3110	4252	5058	4374	4899
"ENSG00000038274"	1191	5392	1337	1117	1120	932	1124	4583	3954	5339	4239	3492
"ENSG00000038295"	5	17	17	0	0	7	4	10	29	20	41	36
"ENSG00000038358"	1437	4807	1574	1049	916	1068	1241	4875	3266	4837	3723	3930
"ENSG00000038382"	8180	28140	9275	6973	8501	6809	7814	21753	20334	29605	27371	24567
"ENSG00000038427"	6352	19608	11657	9943	8246	4659	4819	9313	13613	21775	16768	24386
"ENSG00000038532"	741	2642	831	759	750	617	756	2227	2180	2659	2782	2526
"ENSG00000038945"	5	21	12	14	9	15	0	28	26	17	24	53
"ENSG00000039068"	8	6	8	0	0	0	0	2	13	14	29	19
"ENSG00000039123"	1889	8681	1629	1511	1354	1070	1359	6057	5205	7501	6365	4334
"ENSG00000039139"	89	386	64	89	82	89	106	451	360	632	411	1453
"ENSG00000039319"	1275	5787	1192	1075	1217	800	1070	3293	3780	3979	4059	3271
"ENSG00000039523"	2006	6701	2241	2010	2373	1774	2058	5718	5471	4450	5329	4863
"ENSG00000039537"	0	0	0	0	1	0	0	3	1	0	2	7
"ENSG00000039560"	7664	29024	8725	7165	10335	5690	7334	19326	23013	23124	25287	27133
"ENSG00000039600"	6	24	7	0	9	12	25	26	28	32	32	20
"ENSG00000039650"	736	2636	894	577	564	598	754	4005	2275	1879	1957	2001
"ENSG00000039987"	0	2	0	0	1	0	0	5	4	3	0	3
"ENSG00000040199"	949	4018	779	498	653	542	678	2923	2688	3661	2922	2651
"ENSG00000040275"	4462	18435	2685	2390	1987	2074	3070	9168	7665	12447	8657	6899
"ENSG00000040341"	365	1507	501	419	370	437	472	1331	1611	1990	1903	1521
"ENSG00000040487"	614	2467	640	564	774	647	640	3227	2996	1534	1740	2335
"ENSG00000040531"	572	2211	1003	771	1396	727	843	2715	2476	1314	1389	1472
"ENSG00000040608"	14	20	2	26	28	74	15	210	78	180	16	318
"ENSG00000040633"	1626	6251	2056	1615	1596	1565	1917	6839	5911	5387	5741	5410
"ENSG00000040731"	0	4	0	0	9	0	4	12	23	22	46	115
"ENSG00000040933"	750	2759	736	663	711	610	818	2053	2528	2065	2852	2578
"ENSG00000041353"	28	106	66	32	81	84	42	329	237	205	143	510
"ENSG00000041357"	2710	11484	2463	2120	2174	2076	2928	12824	7691	13209	8851	8117
"ENSG00000041515"	6	13	3	5	2	0	0	26	21	5	4	42
"ENSG00000041802"	1563	5974	1507	1255	1209	1081	1537	4920	4167	5103	4173	4708
"ENSG00000041880"	554	1948	841	775	554	562	578	2497	1693	1991	1914	1725
"ENSG00000041982"	41961	167366	43163	33885	45733	16234	17550	80448	133409	109322	136340	86424
"ENSG00000041988"	267	1083	223	252	188	222	216	1182	898	875	815	808
"ENSG00000042062"	63	277	512	149	375	61	56	647	665	334	367	1051
"ENSG00000042088"	815	3244	581	389	410	365	465	2434	1526	2506	1722	1276
"ENSG00000042286"	882	2940	792	673	993	601	632	2759	2168	2280	2140	2132
"ENSG00000042304"	0	0	0	0	0	0	0	0	0	0	0	4
"ENSG00000042317"	124	385	148	115	125	96	110	482	438	469	476	384
"ENSG00000042429"	65	228	51	29	72	24	43	222	184	197	220	147
"ENSG00000042445"	977	3917	1775	1835	2300	1967	2066	6164	6319	4775	6310	8074
"ENSG00000042493"	1029	4241	1875	1465	1422	1119	1458	5249	3569	4252	4214	3124
"ENSG00000042753"	3343	13879	4062	3494	3310	3945	4518	18674	11211	14720	12674	10910
"ENSG00000042781"	0	36	0	4	4	4	10	17	76	8	38	35
"ENSG00000042813"	0	0	0	0	3	0	0	0	0	0	3	0
"ENSG00000042832"	6	4	8	11	12	21	7	52	81	47	61	120
"ENSG00000042980"	0	6	4	0	3	2	6	18	19	8	11	24
"ENSG00000043039"	0	4	0	0	5	0	1	0	0	0	2	0
"ENSG00000043093"	704	3540	856	725	711	613	895	2252	2318	2817	2917	2090
"ENSG00000043143"	1314	4775	1548	1053	1061	1334	1423	4589	4066	3327	4509	4485
"ENSG00000043355"	2	18	0	0	0	4	0	9	15	13	20	38
"ENSG00000043462"	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000043514"	323	1272	262	214	198	253	289	1403	1130	1339	1489	1273
"ENSG00000043591"	0	2	0	0	0	0	0	5	2	6	3	32
"ENSG00000044012"	7	21	0	0	0	10	12	35	27	19	27	37
"ENSG00000044090"	812	2974	1169	931	823	728	843	3890	3967	3081	3332	2881
"ENSG00000044115"	11550	44139	15116	13675	14753	11643	14767	41671	38369	43990	44265	38160
"ENSG00000044446"	337	1181	301	211	218	230	237	1158	905	1077	848	828
"ENSG00000044459"	403	2004	322	270	276	240	305	1357	1038	1840	1164	930
"ENSG00000044524"	4	67	17	20	12	14	21	71	56	247	80	30
"ENSG00000044574"	30952	110111	31128	43469	29680	22046	26690	85581	77117	148729	100632	89456
"ENSG00000046604"	0	0	12	0	2	0	0	0	4	0	1	12
"ENSG00000046647"	145	496	180	141	93	156	160	648	509	498	658	552
"ENSG00000046651"	277	1169	308	265	338	198	377	930	908	895	967	1023
"ENSG00000046653"	8	49	6	1	32	12	0	34	26	24	38	12
"ENSG00000046774"	0	0	0	0	12	0	0	1	0	0	3	4
"ENSG00000046889"	10	26	11	14	5	24	1	4	22	19	23	35
"ENSG00000047056"	932	3470	1228	816	1194	769	1047	3032	3297	3133	3411	2957
"ENSG00000047188"	588	2894	624	504	431	567	601	2272	2588	3038	3107	2579
"ENSG00000047230"	329	1282	334	274	221	198	274	975	725	1066	731	517
"ENSG00000047249"	1668	6980	2461	2387	2962	2279	2889	7664	7238	5195	6089	6860
"ENSG00000047315"	3177	14689	3226	2621	2787	2846	3510	11980	9862	14401	11235	8695
"ENSG00000047346"	152	1018	739	596	946	548	594	1365	3128	1744	3518	4083
"ENSG00000047365"	0	0	0	0	2	0	0	1	0	1	4	3
"ENSG00000047410"	4114	16569	3785	2839	2985	2414	2568	10274	12823	15760	12824	11583
"ENSG00000047457"	0	3	0	4	3	8	0	4	16	6	16	16
"ENSG00000047578"	336	1148	799	756	776	392	411	1278	1470	1275	1535	1618
"ENSG00000047579"	275	1323	353	230	234	256	401	1122	871	918	767	572
"ENSG00000047597"	0	1	0	0	0	0	0	0	6	6	13	11
"ENSG00000047617"	4	4	10	0	5	4	0	28	18	11	20	16
"ENSG00000047621"	1019	4277	651	682	598	590	832	2927	3246	2998	3186	2608
"ENSG00000047634"	544	3191	475	492	494	432	664	2297	1896	1872	1501	980
"ENSG00000047644"	1178	4226	1195	878	1005	753	771	2873	2997	3844	3361	2052
"ENSG00000047648"	64	299	95	59	66	55	43	279	345	420	422	361
"ENSG00000047662"	14	101	84	20	16	46	25	59	59	60	103	80
"ENSG00000047849"	15172	52650	22406	19068	19234	18382	22742	54233	47151	57761	58415	49643
"ENSG00000047932"	1231	5788	1929	1887	1489	1594	1765	5667	4697	7123	6014	5130
"ENSG00000047936"	12	14	15	12	21	23	0	78	78	82	64	70
"ENSG00000048028"	566	2377	396	332	344	256	449	1871	1588	2144	1551	1137
"ENSG00000048052"	149	691	216	231	464	220	325	1257	2465	840	2331	1167
"ENSG00000048140"	1367	5444	2037	1793	1617	1530	1960	5927	4310	4815	5014	5253
"ENSG00000048162"	661	2972	538	328	332	336	494	2139	1355	1788	1325	1179
"ENSG00000048342"	402	2080	701	604	413	538	798	2535	2189	2390	2376	1880
"ENSG00000048392"	670	3553	1879	1935	2096	1665	1396	4354	7524	5534	10028	11615
"ENSG00000048405"	531	2562	494	431	567	383	432	1483	1988	2002	2403	1996
"ENSG00000048462"	0	1	7	0	0	0	0	7	7	4	0	0
"ENSG00000048471"	754	3264	1893	1509	1891	1332	1301	3206	5255	4458	5871	7212
"ENSG00000048540"	5	3	0	0	0	0	5	4	7	2	11	5
"ENSG00000048544"	1297	6118	1636	1052	1447	1263	1598	5490	4575	5661	5277	4332
"ENSG00000048545"	0	0	0	0	3	0	0	0	0	1	1	0
"ENSG00000048649"	990	3549	1426	1017	1233	805	838	2661	3566	3841	4286	4643
"ENSG00000048707"	1244	4306	1352	1370	1452	1135	1176	3098	4371	4622	4650	4625
"ENSG00000048740"	582	2264	962	884	752	785	913	2460	1284	1953	1368	2080
"ENSG00000048828"	5465	21303	6289	5503	4895	4724	5994	17160	14223	19417	17731	14572
"ENSG00000048991"	997	3760	1027	772	705	867	1061	3402	2497	4650	2966	2494
"ENSG00000049089"	26	62	39	24	46	8	10	95	138	81	61	245
"ENSG00000049130"	3996	17066	2296	2213	2564	2508	2798	9858	9364	14205	13316	8658
"ENSG00000049167"	277	1272	219	136	218	280	268	1007	856	1125	1101	763
"ENSG00000049192"	695	2720	531	599	625	448	410	1689	2256	1806	2541	1604
"ENSG00000049239"	2283	8015	3193	2878	2485	2116	2209	6104	7771	6033	7809	9077
"ENSG00000049245"	3617	15231	5260	4136	4327	3558	4808	15343	10829	13323	13220	13094
"ENSG00000049246"	148	541	197	101	148	169	193	657	662	455	566	284
"ENSG00000049247"	0	0	0	0	0	0	0	0	2	0	0	1
"ENSG00000049249"	0	3	0	0	0	0	0	5	29	9	11	10
"ENSG00000049283"	0	12	0	7	0	3	0	5	9	3	13	14
"ENSG00000049323"	1399	4423	7605	6310	6265	1155	1252	5927	3756	8816	4904	8811
"ENSG00000049449"	2260	9387	3235	2765	2464	2888	3526	9604	9384	10750	10173	11122
"ENSG00000049540"	40026	110283	18631	35991	35608	25724	28907	50880	67944	37920	40290	46751
"ENSG00000049541"	1007	4376	552	477	420	493	672	4007	2006	3034	1849	987
"ENSG00000049618"	1525	5096	1747	1129	1446	1331	1273	4304	4826	5820	5349	6177
"ENSG00000049656"	2593	10518	3378	2927	2908	2859	3285	10885	8774	10378	10902	10727
"ENSG00000049759"	185	896	172	183	298	225	296	929	1141	791	1643	1191
"ENSG00000049768"	2	20	0	5	1	4	22	12	24	12	8	5
"ENSG00000049769"	58	278	108	46	84	61	75	250	295	273	371	236
"ENSG00000049860"	2625	13441	3715	3633	5918	3380	4559	18479	17713	13676	14969	18828
"ENSG00000049883"	303	1106	384	228	211	254	237	1155	809	1127	912	883
"ENSG00000050030"	0	0	0	0	0	0	0	1	0	5	1	27
"ENSG00000050130"	1076	5348	1626	1346	1688	1214	1335	5181	4539	5347	5420	4567
"ENSG00000050165"	19374	84186	21659	26654	35865	28779	31639	94009	113566	82498	103250	144841
"ENSG00000050327"	49	200	88	84	65	46	66	211	333	201	326	254
"ENSG00000050344"	32	189	26	21	28	40	78	314	172	464	373	152
"ENSG00000050393"	1009	4499	1008	829	1002	605	756	3457	2476	3182	2585	2008
