"SRR19779315"	"SRR19779318"	"SRR19779319"
"ENSG00000058063"	2571	846	3176
"ENSG00000058085"	149	27	41
"ENSG00000058091"	2987	536	1930
"ENSG00000058262"	10830	1174	31027
"ENSG00000058272"	7148	1771	8407
"ENSG00000058335"	8	49	25
"ENSG00000058404"	146	30	5
"ENSG00000058453"	290	229	845
"ENSG00000058600"	425	336	1411
"ENSG00000058668"	6811	1726	31401
"ENSG00000058673"	116	25	67
"ENSG00000058729"	1565	175	1432
"ENSG00000058799"	418	89	926
"ENSG00000058804"	731	170	1963
"ENSG00000058866"	14	29	77
"ENSG00000059122"	244	119	2200
"ENSG00000059145"	147	121	543
"ENSG00000059377"	376	166	1970
"ENSG00000059378"	183	60	505
"ENSG00000059573"	2401	447	6725
"ENSG00000059588"	245	93	952
"ENSG00000059691"	409	191	800
"ENSG00000059728"	2647	986	708
"ENSG00000059758"	1682	525	3169
"ENSG00000059769"	255	82	492
"ENSG00000059804"	1949	137	3057
"ENSG00000059915"	79	99	184
"ENSG00000060069"	1033	422	1358
"ENSG00000060138"	4211	2053	6196
"ENSG00000060140"	554	190	36
"ENSG00000060237"	7924	2146	11214
"ENSG00000060303"	0	0	2
"ENSG00000060339"	1621	682	4578
"ENSG00000060491"	1420	576	2297
"ENSG00000060558"	0	1	1
"ENSG00000060566"	1	3	0
"ENSG00000060642"	383	72	504
"ENSG00000060656"	228	135	1462
"ENSG00000060688"	1507	369	1918
"ENSG00000060709"	2	2	0
"ENSG00000060718"	820	148	2096
"ENSG00000060749"	1186	946	4254
"ENSG00000060762"	194	51	652
"ENSG00000060971"	536	145	986
"ENSG00000060982"	5729	997	16050
"ENSG00000061273"	537	223	4665
"ENSG00000061337"	248	77	1585
"ENSG00000061455"	94	100	243
"ENSG00000061492"	11	30	0
"ENSG00000061656"	110	84	153
"ENSG00000061676"	9896	2496	13777
"ENSG00000061794"	1398	311	1778
"ENSG00000061918"	45	16	240
"ENSG00000061936"	3667	2727	2490
"ENSG00000061938"	476	198	1618
"ENSG00000061987"	5621	1137	4818
"ENSG00000062038"	0	16	2
"ENSG00000062096"	0	1	0
"ENSG00000062194"	2746	1040	2560
"ENSG00000062282"	6	17	30
"ENSG00000062370"	692	138	345
"ENSG00000062485"	2232	1161	4895
"ENSG00000062524"	26	44	52
"ENSG00000062582"	49	14	45
"ENSG00000062598"	1326	315	1835
"ENSG00000062650"	2498	862	3636
"ENSG00000062716"	6860	895	11185
"ENSG00000062725"	1468	938	3074
"ENSG00000062822"	255	98	1281
"ENSG00000063015"	8	36	77
"ENSG00000063046"	9300	2615	13626
"ENSG00000063127"	40	24	239
"ENSG00000063169"	60	101	913
"ENSG00000063176"	123	70	672
"ENSG00000063177"	11067	4370	13692
"ENSG00000063180"	26	24	70
"ENSG00000063241"	267	59	1334
"ENSG00000063244"	4114	1730	7443
"ENSG00000063245"	784	1061	6231
"ENSG00000063322"	440	148	1772
"ENSG00000063438"	55	17	343
"ENSG00000063515"	2	2	0
"ENSG00000063587"	242	78	1453
"ENSG00000063601"	331	120	1666
"ENSG00000063660"	2793	759	21075
"ENSG00000063761"	57	50	303
"ENSG00000063854"	137	79	871
"ENSG00000063978"	2833	747	2361
"ENSG00000064012"	224	213	541
"ENSG00000064042"	97	64	115
"ENSG00000064102"	720	218	1234
"ENSG00000064115"	841	276	1979
"ENSG00000064195"	1	4	0
"ENSG00000064199"	54	49	76
"ENSG00000064201"	6	0	28
"ENSG00000064205"	13	0	11
"ENSG00000064218"	0	0	1
"ENSG00000064225"	101	147	326
"ENSG00000064270"	19	12	93
"ENSG00000064300"	4	55	2
"ENSG00000064309"	23	29	82
"ENSG00000064313"	3160	726	2831
"ENSG00000064393"	3447	2833	20879
"ENSG00000064419"	2904	1027	3760
"ENSG00000064489"	0	1	1
"ENSG00000064490"	259	80	1203
"ENSG00000064545"	302	65	940
"ENSG00000064547"	18	15	204
"ENSG00000064601"	1542	375	8210
"ENSG00000064607"	1448	458	5566
"ENSG00000064651"	1496	942	2440
"ENSG00000064652"	190	70	470
"ENSG00000064655"	3	6	21
"ENSG00000064666"	3725	1499	19837
"ENSG00000064687"	107	88	321
"ENSG00000064692"	320	252	821
"ENSG00000064703"	1110	321	1334
"ENSG00000064726"	1488	445	3569
"ENSG00000064763"	297	90	497
"ENSG00000064787"	5	5	1
"ENSG00000064835"	62	12	2
"ENSG00000064886"	9	60	9
"ENSG00000064932"	750	399	3769
"ENSG00000064933"	376	305	1289
"ENSG00000064961"	496	182	1864
"ENSG00000064989"	253	50	114
"ENSG00000064995"	1456	177	908
"ENSG00000064999"	606	398	1334
"ENSG00000065000"	1571	859	11169
"ENSG00000065029"	173	72	932
"ENSG00000065054"	562	341	2962
"ENSG00000065057"	123	20	491
"ENSG00000065060"	1839	137	802
"ENSG00000065135"	4847	839	5610
"ENSG00000065150"	5195	1516	11037
"ENSG00000065154"	1355	910	4793
"ENSG00000065183"	1316	312	2445
"ENSG00000065243"	1759	903	3914
"ENSG00000065268"	322	98	1327
"ENSG00000065308"	3261	637	16052
"ENSG00000065320"	347	40	38
"ENSG00000065325"	3	1	11
"ENSG00000065328"	496	270	1401
"ENSG00000065357"	617	409	1986
"ENSG00000065361"	178	429	28
"ENSG00000065371"	5	9	0
"ENSG00000065413"	585	199	867
"ENSG00000065427"	2090	717	4903
"ENSG00000065457"	668	170	1400
"ENSG00000065485"	805	246	1783
"ENSG00000065491"	2023	571	541
"ENSG00000065518"	438	152	2004
"ENSG00000065526"	4423	757	4289
"ENSG00000065534"	7571	2005	57919
"ENSG00000065548"	1035	332	3001
"ENSG00000065559"	672	297	1732
"ENSG00000065600"	233	63	555
"ENSG00000065609"	9	16	1
"ENSG00000065613"	3618	388	4258
"ENSG00000065615"	2163	505	1223
"ENSG00000065618"	216	121	52
"ENSG00000065621"	118	97	142
"ENSG00000065665"	625	169	612
"ENSG00000065675"	8	12	8
"ENSG00000065717"	6	22	28
"ENSG00000065802"	1513	347	2597
"ENSG00000065809"	796	186	1598
"ENSG00000065833"	1174	394	2987
"ENSG00000065882"	819	443	2565
"ENSG00000065883"	3679	1269	4321
"ENSG00000065911"	980	275	4421
"ENSG00000065923"	616	172	3386
"ENSG00000065970"	369	86	1870
"ENSG00000065978"	12550	15267	19378
"ENSG00000065989"	113	68	947
"ENSG00000066027"	569	192	1235
"ENSG00000066032"	4	2	0
"ENSG00000066044"	653	413	3628
"ENSG00000066056"	4	22	21
"ENSG00000066084"	5186	1293	3492
"ENSG00000066117"	1326	450	2431
"ENSG00000066135"	406	87	960
"ENSG00000066136"	367	200	1010
"ENSG00000066185"	2	9	2
"ENSG00000066230"	20	20	113
"ENSG00000066248"	7	12	14
"ENSG00000066279"	1982	682	3928
"ENSG00000066294"	0	32	0
"ENSG00000066322"	952	206	3630
"ENSG00000066336"	3	34	1
"ENSG00000066379"	271	80	201
"ENSG00000066382"	5	87	9
"ENSG00000066405"	132	76	198
"ENSG00000066422"	2499	767	1959
"ENSG00000066427"	601	245	786
"ENSG00000066455"	494	262	2777
"ENSG00000066468"	1	4	0
"ENSG00000066557"	1894	473	1240
"ENSG00000066583"	187	54	516
"ENSG00000066629"	785	257	3203
"ENSG00000066651"	1638	297	585
"ENSG00000066654"	1273	209	1791
"ENSG00000066697"	712	308	2334
"ENSG00000066735"	0	4	8
"ENSG00000066739"	2330	501	3284
"ENSG00000066777"	3505	872	5172
"ENSG00000066813"	0	54	0
"ENSG00000066827"	904	203	615
"ENSG00000066855"	394	122	1228
"ENSG00000066923"	17	33	80
"ENSG00000066926"	496	262	1394
"ENSG00000066933"	1009	456	3489
"ENSG00000067048"	3644	584	2919
"ENSG00000067057"	4821	1903	9706
"ENSG00000067064"	651	273	1941
"ENSG00000067066"	2243	1070	2789
"ENSG00000067082"	1659	659	5672
"ENSG00000067113"	325	94	448
"ENSG00000067141"	2441	620	10312
"ENSG00000067167"	2804	856	13328
"ENSG00000067177"	250	80	637
"ENSG00000067182"	721	114	7183
"ENSG00000067191"	174	57	486
"ENSG00000067208"	2045	455	3178
"ENSG00000067221"	221	84	747
"ENSG00000067225"	13372	6481	79755
"ENSG00000067248"	2145	586	3940
"ENSG00000067334"	3065	793	2278
"ENSG00000067365"	426	434	1250
"ENSG00000067369"	3184	618	5568
"ENSG00000067445"	648	131	2085
"ENSG00000067533"	3340	342	1285
"ENSG00000067560"	2323	719	9536
"ENSG00000067596"	8826	1203	3052
"ENSG00000067601"	0	0	0
"ENSG00000067606"	32	18	70
"ENSG00000067646"	878	193	1175
"ENSG00000067704"	1728	306	4886
"ENSG00000067715"	290	171	437
"ENSG00000067798"	5930	1948	7759
"ENSG00000067829"	632	261	1699
"ENSG00000067836"	85	37	173
"ENSG00000067840"	7	16	33
"ENSG00000067842"	3	8	6
"ENSG00000067900"	5399	1650	6257
"ENSG00000067955"	2855	512	2494
"ENSG00000067992"	193	45	159
"ENSG00000068001"	394	77	1420
"ENSG00000068024"	162	167	1024
"ENSG00000068028"	533	92	1044
"ENSG00000068078"	35	415	89
"ENSG00000068079"	166	52	330
"ENSG00000068097"	292	70	1627
"ENSG00000068120"	660	132	1826
"ENSG00000068137"	161	58	836
"ENSG00000068305"	1813	398	2091
"ENSG00000068308"	903	480	2275
"ENSG00000068323"	989	413	4570
"ENSG00000068354"	105	32	523
"ENSG00000068366"	3849	753	11780
"ENSG00000068383"	348	166	1217
"ENSG00000068394"	403	112	937
"ENSG00000068400"	560	406	1743
"ENSG00000068438"	620	124	2145
"ENSG00000068489"	504	216	1897
"ENSG00000068615"	218	141	11
"ENSG00000068650"	377	174	2268
"ENSG00000068654"	2095	1073	5509
"ENSG00000068697"	2158	310	7676
"ENSG00000068724"	422	773	1460
"ENSG00000068745"	4713	219	2525
"ENSG00000068781"	2	0	0
"ENSG00000068784"	580	238	1038
"ENSG00000068796"	1569	417	2523
"ENSG00000068831"	2	40	8
"ENSG00000068878"	4545	1189	7341
"ENSG00000068885"	321	160	581
"ENSG00000068903"	613	553	1788
"ENSG00000068912"	1397	306	4968
"ENSG00000068971"	383	94	1350
"ENSG00000068976"	20	115	18
"ENSG00000068985"	0	0	0
"ENSG00000069011"	530	145	4628
"ENSG00000069018"	0	40	0
"ENSG00000069020"	1762	345	2184
"ENSG00000069122"	0	5	0
"ENSG00000069188"	11	8	8
"ENSG00000069206"	0	2	0
"ENSG00000069248"	3075	580	2754
"ENSG00000069275"	3117	920	15910
"ENSG00000069329"	3084	851	5759
"ENSG00000069345"	1854	337	3473
"ENSG00000069399"	164	100	1000
"ENSG00000069424"	34	29	325
"ENSG00000069431"	79	70	111
"ENSG00000069482"	38	12	195
"ENSG00000069493"	144	69	502
"ENSG00000069509"	119	46	289
"ENSG00000069535"	1	9	0
"ENSG00000069667"	717	153	596
"ENSG00000069696"	3	6	11
"ENSG00000069702"	855	298	840
"ENSG00000069764"	3	25	6
"ENSG00000069812"	23	17	1
"ENSG00000069849"	2079	406	5549
"ENSG00000069869"	7236	1364	6003
"ENSG00000069943"	187	46	484
"ENSG00000069956"	1534	303	3678
"ENSG00000069966"	442	193	566
"ENSG00000069974"	368	115	1176
"ENSG00000069998"	229	58	790
"ENSG00000070010"	1075	748	1619
"ENSG00000070018"	5592	831	5423
"ENSG00000070019"	9	30	0
"ENSG00000070031"	1	0	9
"ENSG00000070047"	2510	720	3803
"ENSG00000070061"	3004	779	3577
"ENSG00000070081"	483	138	4423
"ENSG00000070087"	1675	408	5279
"ENSG00000070159"	35	16	81
"ENSG00000070182"	11	24	21
"ENSG00000070190"	380	190	1
"ENSG00000070193"	27	9	174
"ENSG00000070214"	287	72	2273
"ENSG00000070269"	505	293	1031
"ENSG00000070366"	1182	758	2436
"ENSG00000070367"	1996	519	4764
"ENSG00000070371"	361	262	1118
"ENSG00000070388"	13	13	28
"ENSG00000070404"	1134	162	4084
"ENSG00000070413"	473	68	3530
"ENSG00000070423"	308	134	1211
"ENSG00000070444"	182	126	1186
"ENSG00000070476"	286	67	1149
"ENSG00000070495"	1819	3532	1386
"ENSG00000070501"	854	139	700
"ENSG00000070526"	7	85	0
"ENSG00000070540"	410	186	2302
"ENSG00000070601"	3	30	0
"ENSG00000070610"	960	243	2143
"ENSG00000070614"	2259	376	13297
"ENSG00000070669"	25	0	179
"ENSG00000070718"	580	153	1508
"ENSG00000070729"	1	3	0
"ENSG00000070731"	35	33	7
"ENSG00000070748"	0	12	0
"ENSG00000070756"	19356	24028	30029
"ENSG00000070759"	104	117	98
"ENSG00000070761"	258	234	733
"ENSG00000070770"	912	449	1893
"ENSG00000070778"	762	281	2482
"ENSG00000070785"	873	235	1560
"ENSG00000070808"	34	19	74
"ENSG00000070814"	2019	671	4033
"ENSG00000070831"	1034	143	1033
"ENSG00000070882"	5163	689	3822
"ENSG00000070886"	0	19	0
"ENSG00000070915"	2	9	2
"ENSG00000070950"	2057	316	1352
"ENSG00000070961"	1866	572	7323
"ENSG00000070985"	75	49	6
"ENSG00000071051"	379	87	935
"ENSG00000071054"	10529	3085	17422
"ENSG00000071073"	137	120	9
"ENSG00000071082"	8942	2083	11231
"ENSG00000071127"	8309	3020	28485
"ENSG00000071189"	2144	708	2780
"ENSG00000071203"	0	0	0
"ENSG00000071205"	4336	976	2931
"ENSG00000071242"	598	306	4769
"ENSG00000071243"	623	102	503
"ENSG00000071246"	139	96	1162
"ENSG00000071282"	440	111	730
"ENSG00000071462"	735	298	1468
"ENSG00000071537"	2282	291	8973
"ENSG00000071539"	354	89	1178
"ENSG00000071553"	1389	462	5105
"ENSG00000071564"	478	318	4919
"ENSG00000071575"	357	94	1186
"ENSG00000071626"	952	445	4662
"ENSG00000071655"	453	142	2138
"ENSG00000071677"	0	2	0
"ENSG00000071794"	641	170	1961
"ENSG00000071859"	1631	703	2713
"ENSG00000071889"	121	62	1026
"ENSG00000071894"	769	754	5550
"ENSG00000071909"	20	87	15
"ENSG00000071967"	1463	234	5829
"ENSG00000071991"	0	3	0
"ENSG00000071994"	882	367	1830
"ENSG00000072041"	159	52	503
"ENSG00000072042"	1611	388	3225
"ENSG00000072062"	214	259	2957
"ENSG00000072071"	47	29	422
"ENSG00000072080"	0	0	1
"ENSG00000072110"	10041	4262	56982
"ENSG00000072121"	1805	471	2551
"ENSG00000072133"	870	253	665
"ENSG00000072134"	175	108	1653
"ENSG00000072135"	244	46	856
"ENSG00000072163"	123	95	1054
"ENSG00000072182"	3	7	8
"ENSG00000072195"	375	110	3764
"ENSG00000072201"	31	46	110
"ENSG00000072210"	313	67	406
"ENSG00000072274"	4460	1150	11825
"ENSG00000072310"	482	71	3756
"ENSG00000072315"	45	28	100
"ENSG00000072364"	8219	1854	12463
"ENSG00000072401"	349	218	705
"ENSG00000072415"	5363	881	3165
"ENSG00000072422"	619	189	1759
"ENSG00000072501"	779	596	4406
"ENSG00000072506"	587	95	1446
"ENSG00000072518"	617	311	1909
"ENSG00000072571"	333	370	740
"ENSG00000072609"	1147	571	1998
"ENSG00000072657"	2438	993	9212
"ENSG00000072682"	1188	205	6632
"ENSG00000072694"	0	2	0
"ENSG00000072736"	1418	579	1079
"ENSG00000072756"	1256	229	1301
"ENSG00000072778"	3038	2038	9217
"ENSG00000072786"	1580	1734	2947
"ENSG00000072803"	1085	303	3331
"ENSG00000072818"	177	119	237
"ENSG00000072832"	353	86	1398
"ENSG00000072840"	532	286	4057
"ENSG00000072849"	872	285	1843
"ENSG00000072858"	22	211	5
"ENSG00000072864"	419	212	647
"ENSG00000072952"	725	339	3714
"ENSG00000072954"	28	39	53
"ENSG00000072958"	1178	490	2999
"ENSG00000073008"	681	134	5676
"ENSG00000073050"	210	142	962
"ENSG00000073060"	209	374	1436
"ENSG00000073067"	7	4	4
"ENSG00000073111"	627	116	2117
"ENSG00000073146"	138	59	346
"ENSG00000073150"	28	20	148
"ENSG00000073169"	386	162	860
"ENSG00000073282"	0	47	0
"ENSG00000073331"	119	96	582
"ENSG00000073350"	7	16	27
"ENSG00000073417"	1968	579	1442
"ENSG00000073464"	157	54	499
"ENSG00000073536"	364	137	1014
"ENSG00000073578"	549	88	422
"ENSG00000073584"	328	64	817
"ENSG00000073598"	3	11	11
"ENSG00000073605"	237	109	561
"ENSG00000073614"	6220	1289	4956
"ENSG00000073670"	69	104	71
"ENSG00000073711"	1915	479	3185
"ENSG00000073712"	8391	1376	8915
"ENSG00000073734"	1	14	0
"ENSG00000073737"	0	6	0
"ENSG00000073754"	0	4	0
"ENSG00000073756"	162	74	339
"ENSG00000073792"	2118	1325	6596
"ENSG00000073803"	1842	332	624
"ENSG00000073849"	58	112	251
"ENSG00000073861"	0	4	0
"ENSG00000073905"	0	14	36
"ENSG00000073910"	575	371	3279
"ENSG00000073921"	5368	1611	9278
"ENSG00000073969"	1241	266	2060
"ENSG00000074047"	250	170	2117
"ENSG00000074054"	6468	1522	5884
"ENSG00000074071"	490	80	1205
"ENSG00000074181"	964	284	9206
"ENSG00000074201"	784	279	1995
"ENSG00000074211"	2	0	7
"ENSG00000074219"	380	188	2100
"ENSG00000074266"	1923	266	727
"ENSG00000074276"	15	19	86
"ENSG00000074317"	5	1	48
"ENSG00000074319"	488	301	1873
"ENSG00000074356"	2382	604	2768
"ENSG00000074370"	18	50	263
"ENSG00000074410"	320	120	976
"ENSG00000074416"	1012	315	6505
"ENSG00000074527"	220	71	2780
"ENSG00000074582"	417	192	944
"ENSG00000074590"	4033	556	1053
"ENSG00000074603"	982	677	2660
"ENSG00000074621"	366	107	486
"ENSG00000074657"	1280	454	5099
"ENSG00000074660"	19	76	31
"ENSG00000074695"	3946	893	15850
"ENSG00000074696"	2274	238	5501
"ENSG00000074706"	32	35	9
"ENSG00000074755"	1650	906	5406
"ENSG00000074771"	0	7	0
"ENSG00000074800"	16917	5066	46957
"ENSG00000074803"	25	126	2
"ENSG00000074842"	2011	561	6395
"ENSG00000074855"	69	108	870
"ENSG00000074935"	363	138	869
"ENSG00000074964"	755	373	1266
"ENSG00000074966"	7	21	2
"ENSG00000075035"	0	23	0
"ENSG00000075043"	1	7	0
"ENSG00000075073"	1	36	22
"ENSG00000075089"	475	158	578
"ENSG00000075131"	134	42	412
"ENSG00000075142"	402	77	1420
"ENSG00000075151"	1673	1065	8925
"ENSG00000075188"	227	78	727
"ENSG00000075213"	3487	678	12165
"ENSG00000075218"	210	85	855
"ENSG00000075223"	2101	285	3388
"ENSG00000075234"	381	289	1143
"ENSG00000075239"	671	185	1230
"ENSG00000075240"	154	73	1031
"ENSG00000075275"	65	40	349
"ENSG00000075290"	12	11	7
"ENSG00000075292"	3691	1301	6660
"ENSG00000075303"	218	75	508
"ENSG00000075336"	183	148	777
"ENSG00000075340"	1	6	0
"ENSG00000075388"	0	1	0
"ENSG00000075391"	8612	1081	2797
"ENSG00000075399"	164	79	929
"ENSG00000075407"	734	148	1485
"ENSG00000075413"	5343	1281	5319
"ENSG00000075415"	11348	2312	12826
"ENSG00000075420"	5348	2402	14589
"ENSG00000075426"	696	184	3245
"ENSG00000075429"	1	20	1
"ENSG00000075461"	1	8	7
"ENSG00000075539"	3927	1016	4419
"ENSG00000075568"	2315	975	5083
"ENSG00000075618"	2624	1438	19873
"ENSG00000075624"	88876	32206	278324
"ENSG00000075643"	130	90	640
"ENSG00000075651"	289	95	901
"ENSG00000075673"	1	3	0
"ENSG00000075702"	514	371	981
"ENSG00000075711"	2623	716	3543
"ENSG00000075785"	1065	868	8000
"ENSG00000075790"	68	7	68
"ENSG00000075826"	123	85	274
"ENSG00000075856"	1957	638	1858
"ENSG00000075884"	6	8	0
"ENSG00000075886"	1	1	53
"ENSG00000075891"	0	1	0
"ENSG00000075914"	739	177	763
"ENSG00000075945"	688	199	1018
"ENSG00000075975"	1133	343	1160
"ENSG00000076003"	366	90	2898
"ENSG00000076043"	1367	356	1951
"ENSG00000076053"	684	417	864
"ENSG00000076067"	5852	1339	9189
"ENSG00000076108"	3818	1675	5850
"ENSG00000076201"	172	126	2992
"ENSG00000076242"	1339	521	2261
"ENSG00000076248"	359	48	985
"ENSG00000076258"	10	10	24
"ENSG00000076321"	1131	269	1347
"ENSG00000076344"	18	18	65
"ENSG00000076351"	33	74	197
"ENSG00000076356"	142	125	457
"ENSG00000076382"	1178	381	1774
"ENSG00000076513"	2318	693	7690
"ENSG00000076554"	0	7	1
"ENSG00000076555"	118	122	655
"ENSG00000076604"	414	103	1431
"ENSG00000076641"	1311	217	3563
"ENSG00000076650"	669	284	572
"ENSG00000076662"	0	20	3
"ENSG00000076685"	899	291	2089
"ENSG00000076706"	4455	557	14546
"ENSG00000076716"	47	13	761
"ENSG00000076770"	63	55	490
"ENSG00000076826"	10	95	7
"ENSG00000076864"	41	35	4
"ENSG00000076924"	1000	987	1854
"ENSG00000076928"	757	985	3348
"ENSG00000076944"	19	21	11
"ENSG00000076984"	159	80	1264
"ENSG00000077009"	0	12	1
"ENSG00000077044"	676	336	1166
"ENSG00000077063"	947	343	1043
"ENSG00000077080"	0	8	0
"ENSG00000077092"	347	54	38
"ENSG00000077097"	3904	727	8522
"ENSG00000077147"	4474	979	11909
"ENSG00000077150"	996	429	1773
"ENSG00000077152"	122	24	605
"ENSG00000077157"	3343	526	1732
"ENSG00000077232"	1744	590	7731
"ENSG00000077235"	4116	1917	10019
"ENSG00000077238"	783	126	4110
"ENSG00000077254"	4288	687	3412
"ENSG00000077264"	7	1	47
"ENSG00000077274"	0	1	0
"ENSG00000077279"	0	2	0
"ENSG00000077312"	445	141	1277
"ENSG00000077327"	1	36	0
"ENSG00000077348"	150	59	283
"ENSG00000077380"	2558	778	6364
"ENSG00000077420"	7	14	11
"ENSG00000077454"	215	405	896
"ENSG00000077458"	688	303	637
"ENSG00000077463"	346	101	626
"ENSG00000077498"	8	3	2
"ENSG00000077514"	445	67	970
"ENSG00000077522"	110	28	2
"ENSG00000077549"	1492	1109	8182
"ENSG00000077585"	269	309	947
"ENSG00000077616"	696	322	69
"ENSG00000077684"	1013	275	1481
"ENSG00000077713"	121	38	774
"ENSG00000077721"	944	261	2623
"ENSG00000077782"	2580	880	14494
"ENSG00000077800"	13	6	1
"ENSG00000077935"	10	9	17
"ENSG00000077942"	801	164	4948
"ENSG00000077943"	255	149	3387
"ENSG00000077984"	16	8	8
"ENSG00000078018"	39	50	264
"ENSG00000078043"	1712	566	1873
"ENSG00000078053"	250	103	476
"ENSG00000078061"	552	281	1789
"ENSG00000078070"	968	146	793
"ENSG00000078081"	1	11	0
"ENSG00000078098"	1853	346	5279
"ENSG00000078114"	9	12	3
"ENSG00000078124"	1318	180	823
"ENSG00000078140"	1305	336	2213
"ENSG00000078142"	3562	912	2556
"ENSG00000078177"	210	77	646
"ENSG00000078237"	800	193	673
"ENSG00000078246"	625	226	1985
"ENSG00000078269"	2895	648	4695
"ENSG00000078295"	0	46	0
"ENSG00000078304"	5140	953	3708
"ENSG00000078319"	0	0	0
"ENSG00000078328"	0	3	1
"ENSG00000078369"	4070	1840	17032
"ENSG00000078399"	18	6	7
"ENSG00000078401"	523	72	437
"ENSG00000078403"	1845	781	2180
"ENSG00000078487"	16	16	35
"ENSG00000078549"	0	3	0
"ENSG00000078579"	2	20	9
"ENSG00000078589"	0	1	0
"ENSG00000078596"	0	0	0
"ENSG00000078618"	2961	1456	7858
"ENSG00000078668"	490	154	2629
"ENSG00000078674"	4669	1437	7851
"ENSG00000078687"	224	243	1777
"ENSG00000078699"	656	237	1213
"ENSG00000078725"	1	3	0
"ENSG00000078747"	1230	268	1625
"ENSG00000078795"	33	64	45
"ENSG00000078804"	369	328	2093
"ENSG00000078808"	2038	727	10606
"ENSG00000078814"	116	112	224
"ENSG00000078898"	0	8	0
"ENSG00000078900"	11	23	19
"ENSG00000078902"	581	287	1725
"ENSG00000078967"	36	47	301
"ENSG00000079101"	0	19	5
"ENSG00000079102"	1047	472	1714
"ENSG00000079112"	95	38	6
"ENSG00000079134"	1544	389	1159
"ENSG00000079150"	293	80	2218
"ENSG00000079156"	413	419	730
"ENSG00000079215"	640	144	67
"ENSG00000079246"	10535	1994	16719
"ENSG00000079257"	182	25	516
"ENSG00000079263"	59	29	100
"ENSG00000079277"	543	366	939
"ENSG00000079308"	3599	1655	13524
"ENSG00000079313"	152	158	1447
"ENSG00000079332"	5164	1219	9077
"ENSG00000079335"	621	224	197
"ENSG00000079337"	35	35	240
"ENSG00000079385"	9	6	34
"ENSG00000079387"	624	251	1266
"ENSG00000079393"	0	2	0
"ENSG00000079432"	655	300	5419
"ENSG00000079435"	44	26	221
"ENSG00000079459"	1372	369	3979
"ENSG00000079462"	173	51	588
"ENSG00000079482"	694	152	860
"ENSG00000079557"	0	10	0
"ENSG00000079616"	1122	328	1631
"ENSG00000079689"	1	3	0
"ENSG00000079691"	445	117	507
"ENSG00000079739"	285	139	1450
"ENSG00000079785"	3080	1047	6189
"ENSG00000079805"	2670	2105	6254
"ENSG00000079819"	5526	1517	14909
"ENSG00000079841"	329	253	268
"ENSG00000079931"	393	93	2068
"ENSG00000079950"	1340	281	1955
"ENSG00000079974"	123	116	700
"ENSG00000079999"	514	120	2595
"ENSG00000080007"	30	32	8
"ENSG00000080031"	3	12	21
"ENSG00000080166"	143	167	3
"ENSG00000080189"	276	105	1958
"ENSG00000080200"	986	277	2861
"ENSG00000080224"	4	29	3
"ENSG00000080293"	0	2	0
"ENSG00000080298"	263	257	326
"ENSG00000080345"	6898	944	7349
"ENSG00000080371"	2514	963	2893
"ENSG00000080493"	1506	502	4931
"ENSG00000080503"	1673	628	4091
"ENSG00000080511"	0	4	2
"ENSG00000080546"	1205	280	556
"ENSG00000080561"	129	92	374
"ENSG00000080572"	1	0	0
"ENSG00000080573"	623	158	4111
"ENSG00000080603"	140	57	340
"ENSG00000080608"	1743	438	3184
"ENSG00000080618"	92	19	18
"ENSG00000080644"	32	65	1
"ENSG00000080709"	85	51	248
"ENSG00000080802"	2719	682	1439
"ENSG00000080815"	2562	1338	3103
"ENSG00000080819"	232	62	759
"ENSG00000080822"	505	119	1266
"ENSG00000080823"	704	261	723
"ENSG00000080824"	5906	1992	35604
"ENSG00000080839"	383	166	1168
"ENSG00000080845"	277	590	4970
"ENSG00000080854"	2	9	18
"ENSG00000080910"	5	31	1
"ENSG00000080947"	8	5	18
"ENSG00000080986"	806	82	820
"ENSG00000081014"	762	215	1476
"ENSG00000081019"	2472	403	855
"ENSG00000081026"	1184	290	1107
"ENSG00000081041"	110	31	4
"ENSG00000081051"	1	13	13
"ENSG00000081052"	18	112	52
