"240827_n6"	"240905_n6"	"241210_ICP4"	"241210_n6"	"241213_ICP4"	"241213_n6"	"241217_n6"
"ENSG00000029559"	23	4	15	0	14	9	0
"ENSG00000029639"	1268	1591	1104	1244	1307	993	651
"ENSG00000029725"	7049	5945	5328	3505	4623	3869	2632
"ENSG00000029993"	3402	8018	2744	3256	3525	4516	1305
"ENSG00000030066"	4062	6789	4317	2703	4078	4156	2358
"ENSG00000030110"	2463	2107	3170	3104	3043	1808	1453
"ENSG00000030304"	36	72	25	18	14	33	7
"ENSG00000030419"	1099	1184	420	219	349	443	562
"ENSG00000030582"	64934	44722	73364	97192	80045	54813	30045
"ENSG00000031003"	10703	11528	9365	5060	7996	8039	4523
"ENSG00000031081"	5907	9088	5610	3022	4524	5184	3177
"ENSG00000031691"	779	1850	721	598	625	1031	399
"ENSG00000031698"	36240	34293	47203	47104	45551	29994	17633
"ENSG00000031823"	6450	9052	7448	8115	7454	6016	3342
"ENSG00000032219"	5840	3865	3607	1652	3239	2985	2116
"ENSG00000032389"	2353	3297	2915	3164	3072	2608	1273
"ENSG00000032444"	9404	9464	8777	9638	9172	7346	4433
"ENSG00000032742"	838	1222	1090	767	889	768	659
"ENSG00000033011"	2741	3588	3269	3767	3358	2632	1787
"ENSG00000033030"	4830	3294	4793	3581	3970	2840	1525
"ENSG00000033050"	1628	2772	1832	2287	2313	1670	858
"ENSG00000033100"	19093	19489	21720	15796	19102	15155	9570
"ENSG00000033122"	61	21	37	47	42	27	40
"ENSG00000033170"	8040	11541	6515	5007	6856	6906	3237
"ENSG00000033178"	12520	14576	9255	4243	6903	9093	8162
"ENSG00000033327"	3899	2318	4515	2319	3571	2758	1174
"ENSG00000033627"	9685	5453	9903	7039	8558	7034	4633
"ENSG00000033800"	4992	5006	4285	3049	4241	3680	2080
"ENSG00000033867"	10362	7387	6899	2672	5234	6675	5265
"ENSG00000034053"	1581	2222	1873	2096	1834	1646	827
"ENSG00000034152"	29454	26579	32284	31584	28535	19573	9069
"ENSG00000034239"	31	26	25	52	46	9	13
"ENSG00000034510"	124668	272475	157984	286112	193147	165457	73899
"ENSG00000034533"	904	916	1088	647	1060	667	533
"ENSG00000034677"	4902	4642	6228	2295	5377	3299	2297
"ENSG00000034693"	2826	3030	2824	2203	2668	2387	1475
"ENSG00000034713"	6667	7347	8982	11983	10205	7457	2875
"ENSG00000034971"	0	6	0	4	2	2	1
"ENSG00000035115"	1802	1157	1269	1183	1217	942	958
"ENSG00000035141"	2570	4371	2823	3828	3228	2839	1534
"ENSG00000035403"	81751	115574	71326	48370	68334	78757	39301
"ENSG00000035499"	926	1799	487	596	538	799	348
"ENSG00000035664"	414	611	447	782	538	448	152
"ENSG00000035681"	7688	7332	5957	5193	5698	4853	3461
"ENSG00000035687"	11685	11012	8434	6988	7690	8444	4310
"ENSG00000035720"	14	2	0	0	11	0	1
"ENSG00000035862"	108868	109755	96746	96354	109121	110433	37962
"ENSG00000035928"	7099	9110	6459	3580	6372	5641	2942
"ENSG00000036054"	10072	9378	10647	5327	7682	6541	6202
"ENSG00000036257"	7041	9751	7334	5495	6512	6504	3599
"ENSG00000036448"	80	84	96	216	190	160	41
"ENSG00000036473"	0	0	0	7	3	0	0
"ENSG00000036530"	93	78	50	54	19	72	29
"ENSG00000036549"	6211	7257	5568	2963	5221	4506	3123
"ENSG00000036565"	8	0	12	0	1	0	0
"ENSG00000036672"	249	114	202	165	160	121	44
"ENSG00000036828"	0	0	4	0	4	0	0
"ENSG00000037042"	3590	2727	2391	4759	2812	2383	1335
"ENSG00000037241"	2153	3838	2819	4179	3093	2297	974
"ENSG00000037280"	113	73	14	90	66	91	14
"ENSG00000037474"	10212	13959	9393	7559	8494	9120	4784
"ENSG00000037637"	4668	3656	5494	3882	4853	3721	2057
"ENSG00000037749"	4872	5573	4963	1787	3642	4040	3451
"ENSG00000037757"	1591	1560	1727	1570	1260	947	869
"ENSG00000037897"	1065	1986	1395	1943	1481	1065	637
"ENSG00000037965"	196	163	179	131	167	123	68
"ENSG00000038002"	2357	3298	2611	2693	2642	2282	1123
"ENSG00000038210"	4857	6146	5007	2798	3610	4250	2777
"ENSG00000038219"	8404	8180	5399	1706	4966	5346	3331
"ENSG00000038274"	5594	7000	5252	3817	5028	5326	3607
"ENSG00000038295"	21	90	58	22	71	94	31
"ENSG00000038358"	5650	6671	5575	4978	5440	4356	2620
"ENSG00000038382"	33510	42759	31326	14840	27216	27037	20497
"ENSG00000038427"	19997	26513	18528	6217	24055	38427	14177
"ENSG00000038532"	4578	4730	3919	2780	3515	3696	2246
"ENSG00000038945"	49	42	8	14	40	34	24
"ENSG00000039068"	27	49	30	11	26	30	8
"ENSG00000039123"	6731	10928	6401	4103	6649	7233	4325
"ENSG00000039139"	1466	1236	1455	610	1333	1126	651
"ENSG00000039319"	5687	5990	4543	1812	3125	3677	4000
"ENSG00000039523"	8985	7657	11014	8164	7440	5584	3272
"ENSG00000039537"	13	4	0	3	3	4	0
"ENSG00000039560"	38827	40431	33664	18259	29662	31911	14504
"ENSG00000039600"	51	41	104	98	66	112	19
"ENSG00000039650"	3925	3825	3935	5141	3161	2383	1559
"ENSG00000039987"	0	0	18	17	0	0	0
"ENSG00000040199"	3314	4763	3333	1485	2842	2536	1566
"ENSG00000040275"	8049	14593	6555	6187	8850	8480	3918
"ENSG00000040341"	3092	3456	2414	1823	2324	2325	1377
"ENSG00000040487"	4396	2552	6528	4827	4717	2292	1251
"ENSG00000040531"	4962	2694	4753	4712	3250	2511	1519
"ENSG00000040608"	896	896	887	1389	883	978	254
"ENSG00000040633"	9507	7265	10219	9504	9167	5643	3544
"ENSG00000040731"	90	68	104	22	148	57	14
"ENSG00000040933"	3677	3477	3157	1797	2891	2522	1695
"ENSG00000041353"	1559	749	866	343	421	404	400
"ENSG00000041357"	10039	15837	10557	13002	13133	12124	6364
"ENSG00000041515"	10	30	40	23	54	49	14
"ENSG00000041802"	6692	7105	7170	5013	6462	5354	2687
"ENSG00000041880"	2115	2978	2527	3552	2517	2210	1042
"ENSG00000041982"	134183	152758	165109	113664	125930	132465	62381
"ENSG00000041988"	1299	1257	1643	1737	1630	889	590
"ENSG00000042062"	956	593	1170	1020	763	630	185
"ENSG00000042088"	2133	3496	1591	1854	1957	2075	974
"ENSG00000042286"	3298	4074	3573	3184	2846	2255	1681
"ENSG00000042304"	0	0	0	0	0	0	3
"ENSG00000042317"	862	712	671	662	791	544	484
"ENSG00000042429"	206	300	179	154	187	232	100
"ENSG00000042445"	9767	9117	15702	15900	15058	11446	6330
"ENSG00000042493"	5219	6538	4613	7455	4874	4004	2600
"ENSG00000042753"	13782	21028	15847	23522	17526	14051	8071
"ENSG00000042781"	129	62	92	34	88	31	29
"ENSG00000042813"	14	0	0	0	0	0	2
"ENSG00000042832"	227	121	299	314	325	117	225
"ENSG00000042980"	75	20	36	35	18	3	7
"ENSG00000043039"	0	0	0	0	5	6	0
"ENSG00000043093"	4056	3862	3777	2128	2883	2948	2852
"ENSG00000043143"	4853	5183	7338	3307	6300	3457	1185
"ENSG00000043355"	155	257	75	99	54	152	55
"ENSG00000043462"	0	0	0	0	6	16	0
"ENSG00000043514"	1912	2318	2514	2400	2279	1614	957
"ENSG00000043591"	269	313	32	212	38	330	64
"ENSG00000044012"	54	60	62	90	45	62	9
"ENSG00000044090"	4036	4961	3574	4178	5028	4126	1470
"ENSG00000044115"	61038	75332	57564	53171	55751	50047	26713
"ENSG00000044446"	1465	1621	766	814	811	930	584
"ENSG00000044459"	1698	2067	1386	888	1190	1289	727
"ENSG00000044524"	100	242	98	80	155	366	113
"ENSG00000044574"	133433	230801	116951	98148	117186	121278	59914
"ENSG00000046604"	0	21	4	14	18	5	1
"ENSG00000046647"	748	767	784	825	982	627	308
"ENSG00000046651"	1559	1391	1655	1261	1598	1305	794
"ENSG00000046653"	10	39	22	1	23	31	23
"ENSG00000046774"	3	0	7	45	10	0	4
"ENSG00000046889"	63	40	163	61	122	113	27
"ENSG00000047056"	4544	4548	4579	3135	4021	3539	1665
"ENSG00000047188"	4740	4599	4048	1954	3589	3490	2771
"ENSG00000047230"	1260	1662	1046	992	1068	913	605
"ENSG00000047249"	13309	9964	12742	11654	10535	8984	5313
"ENSG00000047315"	12867	20616	13239	8905	11902	13089	8076
"ENSG00000047346"	8211	4337	6267	2700	4285	4083	3605
"ENSG00000047365"	5	9	26	18	6	15	2
"ENSG00000047410"	20011	23015	14695	7085	14505	15563	7371
"ENSG00000047457"	9	9	21	10	15	4	10
"ENSG00000047578"	2441	2073	2027	1528	2216	1387	912
"ENSG00000047579"	1320	1212	1451	1785	1434	876	493
"ENSG00000047597"	16	30	9	0	6	9	1
"ENSG00000047617"	24	25	76	68	62	25	13
"ENSG00000047621"	4319	4447	4761	2828	4541	3935	2620
"ENSG00000047634"	4249	2655	2691	1894	1738	1851	1645
"ENSG00000047644"	3442	5948	3563	1911	2929	2829	1819
"ENSG00000047648"	816	848	568	423	419	472	292
"ENSG00000047662"	237	104	107	91	91	69	30
"ENSG00000047849"	87218	90901	75541	57455	72067	73163	36246
"ENSG00000047932"	9872	10622	6622	4372	6417	7134	4987
"ENSG00000047936"	106	89	83	64	79	95	70
"ENSG00000048028"	2103	2823	1402	1087	1631	1756	1078
"ENSG00000048052"	4388	1878	5291	1831	2163	1729	1600
"ENSG00000048140"	7178	8722	7866	9428	7716	6573	3667
"ENSG00000048162"	1512	2620	2030	2948	2086	1798	841
"ENSG00000048342"	2986	3227	2835	2029	2538	2166	1600
"ENSG00000048392"	15627	11962	19593	7781	13340	10453	10540
"ENSG00000048405"	3975	3118	3039	1337	2495	2182	1988
"ENSG00000048462"	0	10	0	0	0	4	4
"ENSG00000048471"	11528	9011	8191	4554	7896	7793	4487
"ENSG00000048540"	19	9	4	5	0	4	8
"ENSG00000048544"	6028	7221	7295	6293	7186	6763	3637
"ENSG00000048545"	0	0	0	0	0	10	0
"ENSG00000048649"	7902	6596	7380	3458	5713	5192	3085
"ENSG00000048707"	5624	5811	5067	1703	4392	4971	2825
"ENSG00000048740"	3952	3215	3607	2070	2775	3599	1062
"ENSG00000048828"	21957	30227	18954	11831	16257	19014	12247
"ENSG00000048991"	5148	6501	3959	2385	3713	4055	2625
"ENSG00000049089"	191	118	134	182	124	65	78
"ENSG00000049130"	22046	24870	13652	6805	10261	15388	13009
"ENSG00000049167"	1110	1683	1371	1115	1146	1271	950
"ENSG00000049192"	3089	4018	2185	1217	1728	2565	1934
"ENSG00000049239"	10867	9721	10886	5920	9955	8863	4911
"ENSG00000049245"	17314	22144	21002	20120	20069	18882	9101
"ENSG00000049246"	1255	784	1007	547	780	730	783
"ENSG00000049247"	0	0	0	16	0	0	0
"ENSG00000049249"	31	10	86	41	7	12	1
"ENSG00000049283"	13	29	0	38	18	19	11
"ENSG00000049323"	6497	11796	7505	4714	7728	9008	2906
"ENSG00000049449"	19307	14333	20836	20262	16242	11010	8872
"ENSG00000049540"	59639	27040	45490	63845	52743	53794	36439
"ENSG00000049541"	1561	3871	2345	3138	2664	2636	717
"ENSG00000049618"	7671	7430	6929	3221	7043	5939	3845
"ENSG00000049656"	13781	17717	15518	16735	16153	13713	7594
"ENSG00000049759"	1463	1726	1332	981	1031	1073	257
"ENSG00000049768"	10	17	4	18	11	24	0
"ENSG00000049769"	306	514	462	563	449	301	152
"ENSG00000049860"	29226	23889	30816	33046	28982	21612	16259
"ENSG00000049883"	1479	1730	1617	1213	1606	1540	804
"ENSG00000050030"	236	246	5	24	24	151	46
"ENSG00000050130"	5498	7488	7080	5337	6956	6456	4263
"ENSG00000050165"	182666	141631	141145	149440	170325	142000	96421
"ENSG00000050327"	278	181	271	200	252	110	52
"ENSG00000050344"	448	849	192	306	183	349	217
"ENSG00000050393"	3239	4031	2791	2796	2918	3099	1452
"ENSG00000050405"	40388	45554	38228	29638	34192	32957	15134
"ENSG00000050426"	2332	2891	2966	3558	3718	2807	1454
"ENSG00000050438"	3052	4225	3368	1801	2664	2877	1286
"ENSG00000050555"	50	19	144	144	131	79	31
"ENSG00000050628"	4786	7511	1226	1485	1265	2491	1157
"ENSG00000050730"	63	278	54	32	63	40	46
"ENSG00000050748"	4956	5591	4577	4005	4307	4514	2839
"ENSG00000050767"	4	38	4	9	1	7	7
"ENSG00000050820"	14110	16366	15369	15485	14870	11146	6121
"ENSG00000051009"	2313	2171	2088	1824	1900	1273	1159
"ENSG00000051108"	20956	16611	18476	17734	14516	11980	6985
"ENSG00000051128"	3145	3954	3615	5216	3113	2823	1592
"ENSG00000051180"	614	2017	1018	1444	896	1335	273
"ENSG00000051341"	678	3138	497	397	656	1347	193
"ENSG00000051382"	3194	2722	2482	1048	2255	2341	1657
"ENSG00000051523"	6388	5716	6951	14610	7579	5802	2310
"ENSG00000051596"	716	827	724	927	986	927	504
"ENSG00000051620"	5309	6620	4986	5768	4837	4275	3053
"ENSG00000051825"	2095	2930	2027	1310	1838	1866	1042
"ENSG00000052126"	3662	3886	3385	2030	2430	2109	1604
"ENSG00000052344"	15	19	0	0	5	0	4
"ENSG00000052723"	4454	4196	4223	2325	4102	3671	2639
"ENSG00000052749"	6031	6473	7225	6313	6445	5130	2737
"ENSG00000052795"	10346	4473	8486	3475	5090	5527	2942
"ENSG00000052802"	17841	6848	12600	11463	10872	10521	12978
"ENSG00000052841"	10483	9486	8685	5604	7814	7039	4557
"ENSG00000052850"	203	141	39	152	44	161	56
"ENSG00000053108"	5	0	8	17	34	20	2
"ENSG00000053254"	9044	8924	8314	3195	7014	8104	3958
"ENSG00000053328"	28	24	19	0	15	14	14
"ENSG00000053371"	7327	6447	6743	10656	7127	5476	2710
"ENSG00000053372"	5117	9961	6368	7144	6706	5969	2771
"ENSG00000053438"	62	77	36	44	40	30	67
"ENSG00000053501"	1315	1424	1757	2409	1729	1033	838
"ENSG00000053524"	25	19	41	39	38	24	8
"ENSG00000053702"	33	20	0	23	21	71	6
"ENSG00000053747"	3059	2024	2754	1887	2148	2083	1076
"ENSG00000053770"	4089	4633	4525	2232	3956	3437	2432
"ENSG00000053900"	2667	3155	2597	2502	2601	2106	1379
"ENSG00000053918"	0	22	0	17	3	11	10
"ENSG00000054116"	7635	8923	9179	11033	9428	7622	3531
"ENSG00000054118"	17588	19143	16785	11941	13838	14001	6979
"ENSG00000054148"	1658	2118	2963	4671	3134	1700	1520
"ENSG00000054179"	43	27	13	40	12	33	6
"ENSG00000054219"	0	25	43	12	19	26	9
"ENSG00000054267"	8346	6759	7638	2885	5533	4599	3370
"ENSG00000054277"	327	227	321	229	224	117	244
"ENSG00000054282"	5650	4359	4127	4760	4683	4098	1914
"ENSG00000054356"	1264	2423	1571	2295	2296	2417	388
"ENSG00000054392"	831	817	1008	837	1267	990	429
"ENSG00000054523"	18165	14496	14232	5606	10895	11497	6612
"ENSG00000054598"	6591	3606	1390	2625	1072	2976	1598
"ENSG00000054611"	3441	2920	3414	3641	3228	2476	1366
"ENSG00000054654"	657	1547	483	270	551	1285	234
"ENSG00000054690"	240	117	102	110	119	78	73
"ENSG00000054793"	7863	5865	7277	3404	5634	5556	3963
"ENSG00000054796"	0	0	0	0	0	0	0
"ENSG00000054803"	0	0	0	0	0	0	0
"ENSG00000054938"	19	9	9	5	19	8	0
"ENSG00000054965"	7497	9217	9155	5266	8593	8080	3954
"ENSG00000054967"	1418	1041	1238	1272	1086	820	376
"ENSG00000054983"	2804	2635	2527	1382	1940	2042	1643
"ENSG00000055044"	6436	8723	6775	5453	6515	6160	3384
"ENSG00000055070"	14680	22523	17956	16158	15052	14242	7705
"ENSG00000055118"	9	6	0	10	0	2	7
"ENSG00000055130"	10286	13529	9906	6429	10713	8067	4956
"ENSG00000055147"	4009	4086	4026	3573	4286	3674	2051
"ENSG00000055163"	2559	1793	4154	2456	3874	2338	2458
"ENSG00000055208"	9465	9582	12224	4693	11159	7834	4774
"ENSG00000055211"	10765	9190	10458	10319	9231	8033	5860
"ENSG00000055332"	8706	7270	8038	3039	6144	6226	4232
"ENSG00000055483"	14012	9259	14955	9826	11541	8042	4354
"ENSG00000055609"	5618	5388	4889	994	4113	4876	3301
"ENSG00000055732"	180	223	273	402	304	317	128
"ENSG00000055813"	539	1721	436	459	744	810	339
"ENSG00000055917"	10472	12117	10978	4283	8139	8328	5702
"ENSG00000055950"	2766	4159	3302	5531	4042	3035	1463
"ENSG00000055955"	0	0	0	0	1	6	0
"ENSG00000055957"	108	0	0	90	8	9	5
"ENSG00000056050"	1580	2672	1732	2248	2011	1951	1047
"ENSG00000056097"	15254	20497	15959	8927	14522	14920	8756
"ENSG00000056277"	2336	1280	1529	690	954	1385	740
"ENSG00000056291"	0	0	12	0	0	0	0
"ENSG00000056487"	18	3	3	6	0	1	1
"ENSG00000056558"	1204	610	2249	1249	817	388	203
"ENSG00000056586"	9223	9505	7552	3299	5946	6343	4890
"ENSG00000056736"	798	485	419	448	273	297	85
"ENSG00000056972"	5170	4285	5580	5158	3913	3336	2107
"ENSG00000056998"	101	298	159	246	215	215	70
"ENSG00000057019"	65786	51169	52759	25763	37833	42306	34520
"ENSG00000057149"	0	0	0	0	0	0	1
"ENSG00000057252"	13270	12458	10733	6883	9090	9109	5200
"ENSG00000057294"	16	2	0	11	11	16	5
"ENSG00000057468"	0	4	22	12	20	21	3
"ENSG00000057593"	18	7	0	4	10	1	3
"ENSG00000057608"	43263	46444	43015	37533	43222	40313	24365
"ENSG00000057657"	3273	2136	3801	1221	2070	1796	1458
"ENSG00000057663"	4610	6145	5155	4377	5410	4492	2457
"ENSG00000057704"	127	195	67	69	7	89	14
"ENSG00000057757"	6385	5601	6398	7502	6124	4833	2729
"ENSG00000057935"	2690	2861	3186	3383	3703	2812	1538
"ENSG00000058056"	1252	2067	663	470	676	1396	344
"ENSG00000058063"	9684	9778	7232	3693	5485	6965	5490
"ENSG00000058085"	927	863	1243	935	735	699	258
"ENSG00000058091"	3458	4016	3227	2002	2684	3408	2318
"ENSG00000058262"	100896	112696	108313	95854	104623	90621	54741
"ENSG00000058272"	16871	24497	12653	7040	11667	14401	8664
"ENSG00000058335"	29	50	30	9	57	44	5
"ENSG00000058404"	171	99	156	61	175	73	28
"ENSG00000058453"	1074	1109	1193	1291	1433	804	562
"ENSG00000058600"	3437	5410	3006	3423	3389	3131	2003
"ENSG00000058668"	131078	127281	106858	43822	75075	88822	47409
"ENSG00000058673"	0	16	27	17	31	48	5
"ENSG00000058729"	3158	4206	4393	3659	4458	3113	2244
"ENSG00000058799"	2512	2732	3027	3252	3258	2148	1324
"ENSG00000058804"	2195	5169	1895	1482	2173	3132	1492
"ENSG00000058866"	120	103	132	80	92	130	46
"ENSG00000059122"	7480	6209	9046	6491	7281	5268	3015
"ENSG00000059145"	1051	1116	1018	765	724	697	340
"ENSG00000059377"	45	106	61	69	56	70	23
"ENSG00000059378"	1619	1903	1048	1380	996	1159	542
"ENSG00000059573"	12524	13394	10705	8945	12753	11317	7055
"ENSG00000059588"	1751	1861	1390	948	1663	1614	1035
"ENSG00000059691"	1715	2916	2247	2929	2617	2271	1055
"ENSG00000059728"	13002	5115	7777	4647	5831	5214	3573
"ENSG00000059758"	6315	6400	7555	3373	5906	5395	3008
"ENSG00000059769"	3099	2082	2631	2504	2065	1899	1213
"ENSG00000059804"	23066	10403	13642	10000	11413	10067	6437
"ENSG00000059915"	78	47	91	134	83	38	43
"ENSG00000060069"	3361	2814	3143	2853	2584	1959	1105
"ENSG00000060138"	24577	15014	20633	20191	17332	12422	15302
"ENSG00000060140"	228	313	433	412	558	341	146
"ENSG00000060237"	40619	41031	28951	13055	24027	30244	16560
"ENSG00000060303"	0	1	0	1	0	1	4
"ENSG00000060339"	13170	17479	12294	7513	11073	10344	6373
"ENSG00000060491"	5704	5789	5460	6837	4245	3449	2235
"ENSG00000060558"	50	30	9	39	21	4	5
"ENSG00000060566"	0	10	0	0	0	3	0
"ENSG00000060642"	1266	1628	1816	1846	1965	1242	612
"ENSG00000060656"	8598	4401	7251	6165	6329	4856	3932
"ENSG00000060688"	3424	4859	4244	4406	4805	3361	1477
"ENSG00000060709"	0	0	3	7	0	12	5
"ENSG00000060718"	11365	11227	11050	6377	22844	21953	5086
"ENSG00000060749"	5245	6935	3866	1213	2922	4455	3679
"ENSG00000060762"	2632	2802	2049	3046	2258	2140	1517
"ENSG00000060971"	4095	4097	4240	6174	4324	3150	1690
"ENSG00000060982"	16015	15727	14082	5846	10016	13144	8640
"ENSG00000061273"	9091	12246	13462	10064	13695	8458	4205
"ENSG00000061337"	375	705	456	318	584	674	220
"ENSG00000061455"	440	246	277	212	273	341	169
"ENSG00000061492"	0	0	0	0	0	2	0
"ENSG00000061656"	248	235	122	411	242	150	111
"ENSG00000061676"	28571	39027	26812	13527	23932	27380	19323
"ENSG00000061794"	4186	6233	5475	5638	5659	5038	2160
"ENSG00000061918"	481	439	241	376	210	233	188
"ENSG00000061936"	5234	5242	4310	4284	4070	3566	1926
"ENSG00000061938"	5593	4703	4638	4353	4104	3370	2060
"ENSG00000061987"	6978	7412	6038	2632	5329	5169	4922
"ENSG00000062038"	59	42	45	82	67	59	14
"ENSG00000062096"	0	0	12	0	0	0	2
"ENSG00000062194"	6284	6644	5993	3759	5648	4856	3052
"ENSG00000062282"	93	57	59	105	95	86	18
"ENSG00000062370"	785	723	751	410	703	538	279
"ENSG00000062485"	13583	19499	14228	13973	12316	13601	7230
"ENSG00000062524"	229	562	86	296	90	99	65
"ENSG00000062582"	161	491	357	434	142	180	106
"ENSG00000062598"	4741	5326	4059	4095	4058	3992	1997
"ENSG00000062650"	8591	10078	8472	3933	7351	7205	4762
"ENSG00000062716"	13399	15046	15331	13903	14170	12531	9254
"ENSG00000062725"	8449	8037	8427	4418	7556	6144	4083
"ENSG00000062822"	1013	2655	1168	1649	1302	1464	452
"ENSG00000063015"	9	4	24	16	0	8	2
"ENSG00000063046"	21541	20333	24027	19159	19273	16234	8980
"ENSG00000063127"	26	70	100	18	108	67	28
"ENSG00000063169"	1232	1174	1227	816	1106	652	650
"ENSG00000063176"	2057	1755	2352	2267	2043	1360	965
"ENSG00000063177"	32803	50497	45322	70411	49006	38305	22640
"ENSG00000063180"	161	40	236	318	177	82	107
"ENSG00000063241"	3194	4128	3853	6492	5189	3789	2096
"ENSG00000063244"	18335	24891	22248	22032	20023	16615	9000
"ENSG00000063245"	13875	18271	15154	20630	13046	11276	7443
"ENSG00000063322"	13532	13873	10208	9523	10124	9040	4731
"ENSG00000063438"	354	285	220	182	136	174	96
"ENSG00000063515"	37	0	0	13	9	8	1
"ENSG00000063587"	5151	4382	5115	2254	4402	3885	2151
"ENSG00000063601"	4189	5572	4496	2749	3518	3081	2382
"ENSG00000063660"	49583	41982	58346	53652	45459	36034	29046
"ENSG00000063761"	1026	810	967	1002	1070	717	378
"ENSG00000063854"	3663	3097	4199	6283	4654	3007	1921
"ENSG00000063978"	9705	10964	8955	7994	8374	7730	3491
"ENSG00000064012"	956	1371	843	781	1094	838	509
"ENSG00000064042"	6982	9126	5625	4108	7524	8552	2116
"ENSG00000064102"	4580	5366	4442	3887	4980	4224	2337
"ENSG00000064115"	13466	10035	17089	12474	15401	11106	10182
"ENSG00000064195"	3500	2168	994	2503	852	2019	604
"ENSG00000064199"	155	594	155	174	149	238	63
"ENSG00000064201"	23	23	57	15	25	9	26
"ENSG00000064205"	14	13	42	62	35	29	11
"ENSG00000064218"	1	3	0	0	0	0	1
"ENSG00000064225"	197	142	219	281	217	167	45
"ENSG00000064270"	7	44	38	44	16	16	19
"ENSG00000064300"	4392	5930	518	3457	651	2773	837
"ENSG00000064309"	287	210	265	98	290	231	158
"ENSG00000064313"	6220	8134	6294	3170	5080	5446	3226
"ENSG00000064393"	10060	9694	7594	1833	4325	5352	4741
"ENSG00000064419"	9944	14218	10568	6836	9575	9109	5216
"ENSG00000064489"	0	0	0	0	0	0	0
"ENSG00000064490"	2146	2867	2283	3631	2464	2047	1130
"ENSG00000064545"	1290	1261	1749	1906	1857	1305	916
"ENSG00000064547"	237	295	252	272	183	189	161
"ENSG00000064601"	30099	21622	30348	40778	29844	19301	15446
"ENSG00000064607"	12365	12981	10831	10857	10605	8594	5892
"ENSG00000064651"	9172	7985	3955	2644	3635	5741	4389
"ENSG00000064652"	1751	1987	2061	1937	2249	1655	808
"ENSG00000064655"	214	341	253	449	389	416	132
"ENSG00000064666"	21053	39293	21066	31000	27651	28539	11769
"ENSG00000064687"	714	417	661	634	678	360	267
"ENSG00000064692"	1050	1386	1097	889	1161	956	564
"ENSG00000064703"	2974	3923	2987	2299	2755	2707	1646
"ENSG00000064726"	12201	12428	12627	9627	10484	10181	6077
"ENSG00000064763"	1898	1845	1294	1204	1004	1319	617
"ENSG00000064787"	25	11	28	20	19	12	4
"ENSG00000064835"	0	1	0	0	3	0	1
"ENSG00000064886"	0	12	7	46	18	8	5
"ENSG00000064932"	5428	4722	7094	5377	5508	3067	2249
"ENSG00000064933"	1361	1591	1321	1290	1498	1447	958
"ENSG00000064961"	4300	5720	4192	7134	4324	3369	1466
"ENSG00000064989"	170	112	171	19	84	91	131
"ENSG00000064995"	2286	2954	2307	2628	2820	2150	1191
"ENSG00000064999"	2771	3452	2834	1792	2536	2520	1329
"ENSG00000065000"	30033	30792	32698	26483	29186	24224	11794
"ENSG00000065029"	2399	2639	2608	2956	2911	1958	1064
"ENSG00000065054"	10372	15722	11253	16762	9824	7950	4186
"ENSG00000065057"	657	955	702	1151	906	710	341
"ENSG00000065060"	3468	3124	4435	1443	3143	2566	2355
"ENSG00000065135"	14203	18730	15211	11559	14439	14000	7842
"ENSG00000065150"	27653	47579	27490	20219	29003	33649	15977
"ENSG00000065154"	31488	28032	24294	25039	24576	23284	13392
"ENSG00000065183"	5199	7920	4676	3874	4770	4886	2900
"ENSG00000065243"	8419	8331	5945	2880	5340	6206	3751
"ENSG00000065268"	2059	2911	3074	4461	2842	2191	1284
"ENSG00000065308"	53984	59917	38818	22126	40139	43462	24814
"ENSG00000065320"	192	328	275	267	121	178	72
