"geneId"	"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"transcriptId"	"distanceToTSS"	"external_gene_name"	"annotation_short"
"1018"	"ENSG00000213465"	"11"	65014416	65014485	70	"*"	"KOS_4h_peak_243"	77	"."	7.34171	12.65555	7.71746	49	"Promoter (<=1kb)"	11	65014192	65022160	7969	1	"ENST00000533729"	224	"ARL2"	"Promoter (<=1kb)"
"1019"	"ENSG00000213465"	"11"	65014171	65014329	159	"*"	"KOS_4h_peak_242"	69	"."	6.85495	11.86177	6.98135	58	"Promoter (<=1kb)"	11	65014171	65019585	5415	1	"ENST00000524585"	0	"ARL2"	"Promoter (<=1kb)"
"1020"	"ENSG00000213585"	"5"	134004922	134004996	75	"*"	"KOS_4h_peak_1172"	23	"."	4.33171	6.68058	2.38836	4	"Promoter (<=1kb)"	5	133971871	134004975	33105	2	"ENST00000265333"	0	"VDAC1"	"Promoter (<=1kb)"
"1022"	"ENSG00000213853"	"16"	10580311	10580393	83	"*"	"KOS_4h_peak_462"	33	"."	5.56241	7.85492	3.37156	3	"Promoter (<=1kb)"	16	10528422	10580598	52177	2	"ENST00000359543"	205	"EMP2"	"Promoter (<=1kb)"
"1023"	"ENSG00000213965"	"19"	32692058	32692131	74	"*"	"KOS_4h_peak_763"	23	"."	4.33171	6.68058	2.38836	66	"Promoter (<=1kb)"	19	32691821	32713792	21972	1	"ENST00000397061"	237	"NUDT19"	"Promoter (<=1kb)"
"1025"	"ENSG00000214226"	"17"	56792643	56792729	87	"*"	"KOS_4h_peak_620"	51	"."	6.59852	9.80045	5.10335	58	"Promoter (2-3kb)"	17	56791913	56795292	3380	2	"ENST00000570754"	2563	"C17orf67"	"Promoter (2-3kb)"
"1026"	"ENSG00000214226"	"17"	56792449	56792587	139	"*"	"KOS_4h_peak_619"	59	"."	6.42651	10.78055	5.99391	85	"Promoter (2-3kb)"	17	56791913	56795292	3380	2	"ENST00000570754"	2705	"C17orf67"	"Promoter (2-3kb)"
"1027"	"ENSG00000214226"	"17"	56792863	56793096	234	"*"	"KOS_4h_peak_621"	79	"."	8.1423	12.95063	7.99342	197	"Promoter (2-3kb)"	17	56791913	56795292	3380	2	"ENST00000570754"	2196	"C17orf67"	"Promoter (2-3kb)"
"1028"	"ENSG00000214293"	"7"	77696110	77696236	127	"*"	"KOS_4h_peak_1328"	32	"."	5.14121	7.7109	3.24218	30	"Promoter (<=1kb)"	7	77684785	77696253	11469	2	"ENST00000447009"	17	"APTR"	"Promoter (<=1kb)"
"1029"	"ENSG00000214357"	"5"	172641300	172641402	103	"*"	"KOS_4h_peak_1183"	41	"."	5.56964	8.70312	4.11695	11	"Promoter (<=1kb)"	5	172641266	172686925	45660	1	"ENST00000522853"	34	"NEURL1B"	"Promoter (<=1kb)"
"1030"	"ENSG00000215256"	"14"	24052313	24052475	163	"*"	"KOS_4h_peak_375"	37	"."	5.68028	8.28611	3.77128	23	"Promoter (<=1kb)"	14	23938762	24052509	113748	2	"ENST00000656462"	34	"DHRS4-AS1"	"Promoter (<=1kb)"
"1031"	"ENSG00000215302"	"15"	30470762	30470902	141	"*"	"KOS_4h_peak_418"	93	"."	8.19171	14.4556	9.38138	22	"Promoter (<=1kb)"	15	30470779	30484689	13911	1	"ENST00000399971"	0	"WHAMMP4"	"Promoter (<=1kb)"
"1040"	"ENSG00000221823"	"2"	68252214	68252308	95	"*"	"KOS_4h_peak_834"	75	"."	7.22669	12.46824	7.54236	49	"Promoter (<=1kb)"	2	68178857	68252532	73676	2	"ENST00000234310"	224	"PPP3R1"	"Promoter (<=1kb)"
"1045"	"ENSG00000221890"	"22"	38843202	38843259	58	"*"	"KOS_4h_peak_1004"	49	"."	6.49457	9.62366	4.96135	14	"Promoter (<=1kb)"	22	38818452	38844028	25577	2	"ENST00000333039"	769	"NPTXR"	"Promoter (<=1kb)"
"1046"	"ENSG00000221968"	"11"	61891479	61891549	71	"*"	"KOS_4h_peak_232"	23	"."	4.33171	6.68058	2.38836	28	"Promoter (<=1kb)"	11	61873526	61891545	18020	2	"ENST00000278829"	0	"FADS3"	"Promoter (<=1kb)"
"1047"	"ENSG00000221968"	"11"	61891329	61891413	85	"*"	"KOS_4h_peak_231"	39	"."	5.78388	8.45269	3.91348	9	"Promoter (<=1kb)"	11	61873814	61891381	17568	2	"ENST00000525588"	0	"FADS3"	"Promoter (<=1kb)"
"1056"	"ENSG00000224164"	"6"	24721253	24721429	177	"*"	"KOS_4h_peak_1218"	79	"."	7.28338	12.96905	7.99772	80	"Promoter (<=1kb)"	6	24721658	24751955	30298	1	"ENST00000665572"	-229	"LINC02828"	"Promoter (<=1kb)"
"1062"	"ENSG00000225173"	"6"	28838806	28838859	54	"*"	"KOS_4h_peak_1228"	60	"."	6.24786	10.86302	6.07191	25	"Promoter (<=1kb)"	6	28837240	28839058	1819	2	"ENST00000457253"	199	""	"Promoter (<=1kb)"
"1063"	"ENSG00000225190"	"17"	45490646	45490705	60	"*"	"KOS_4h_peak_604"	69	"."	6.85495	11.86177	6.98135	31	"Promoter (<=1kb)"	17	45435900	45490721	54822	2	"ENST00000430334"	16	"PLEKHM1"	"Promoter (<=1kb)"
"1064"	"ENSG00000225190"	"17"	45490526	45490587	62	"*"	"KOS_4h_peak_603"	28	"."	5.04743	7.28081	2.89903	27	"Promoter (<=1kb)"	17	45435900	45490721	54822	2	"ENST00000430334"	134	"PLEKHM1"	"Promoter (<=1kb)"
"1065"	"ENSG00000225190"	"17"	45490781	45490909	129	"*"	"KOS_4h_peak_605"	55	"."	5.66455	10.24766	5.50938	66	"Promoter (<=1kb)"	17	45472088	45490758	18671	2	"ENST00000700130"	-23	"PLEKHM1"	"Promoter (<=1kb)"
"1066"	"ENSG00000225533"	"10"	95183654	95183732	79	"*"	"KOS_4h_peak_193"	38	"."	4.99813	8.40895	3.87883	33	"Promoter (<=1kb)"	10	95183653	95184217	565	1	"ENST00000451083"	1	"PAWRP1"	"Promoter (<=1kb)"
"1073"	"ENSG00000225733"	"3"	14947408	14947561	154	"*"	"KOS_4h_peak_1032"	24	"."	4.71278	6.75286	2.42901	87	"Promoter (<=1kb)"	3	14942784	14947507	4724	2	"ENST00000424349"	0	"FGD5-AS1"	"Promoter (<=1kb)"
"1075"	"ENSG00000226419"	"1"	112956653	112956704	52	"*"	"KOS_4h_peak_80"	51	"."	6.26425	9.81703	5.11686	19	"Promoter (<=1kb)"	1	112956630	113008552	51923	1	"ENST00000662852"	23	"SLC16A1-AS1"	"Promoter (<=1kb)"
"1076"	"ENSG00000226487"	"1"	20411373	20411519	147	"*"	"KOS_4h_peak_27"	16	"."	4.28434	5.83183	1.69221	51	"Promoter (1-2kb)"	1	20412304	20413253	950	2	"ENST00000421114"	1734	""	"Promoter (1-2kb)"
"1077"	"ENSG00000226835"	"1"	94247456	94247536	81	"*"	"KOS_4h_peak_75"	44	"."	5.98236	9.05179	4.43532	38	"Promoter (<=1kb)"	1	94247819	94334849	87031	1	"ENST00000660441"	-283	"ARHGAP29-AS1"	"Promoter (<=1kb)"
"1079"	"ENSG00000226964"	"10"	47706209	47706274	66	"*"	"KOS_4h_peak_167"	62	"."	7.17313	11.0141	6.20964	17	"Promoter (<=1kb)"	10	47706203	47706802	600	1	"ENST00000450289"	6	"RHEBP2"	"Promoter (<=1kb)"
"1080"	"ENSG00000227036"	"17"	72592722	72592773	52	"*"	"KOS_4h_peak_645"	33	"."	5.39061	7.82393	3.34571	24	"Promoter (<=1kb)"	17	72323118	72592791	269674	2	"ENST00000650419"	18	"LINC00511"	"Promoter (<=1kb)"
"1081"	"ENSG00000227051"	"14"	96039385	96039480	96	"*"	"KOS_4h_peak_401"	17	"."	3.9985	5.86251	1.70983	2	"Promoter (<=1kb)"	14	96039384	96086809	47426	1	"ENST00000553782"	1	"C14orf132"	"Promoter (<=1kb)"
"1086"	"ENSG00000227896"	"10"	86522224	86522281	58	"*"	"KOS_4h_peak_188"	23	"."	4.33171	6.68058	2.38836	33	"Promoter (<=1kb)"	10	86521945	86525101	3157	1	"ENST00000428940"	279	"WAPL-DT"	"Promoter (<=1kb)"
"1087"	"ENSG00000228022"	"6"	30744097	30744166	70	"*"	"KOS_4h_peak_1231"	22	"."	4.73944	6.543	2.27401	5	"Promoter (<=1kb)"	6	30743790	30792114	48325	1	"ENST00000656751"	307	"HCG20"	"Promoter (<=1kb)"
"1088"	"ENSG00000228028"	"3"	196249740	196250246	507	"*"	"KOS_4h_peak_1084"	395	"."	20.19136	46.43708	39.51963	165	"Promoter (<=1kb)"	3	196250542	196251413	872	1	"ENST00000608995"	-296	""	"Promoter (<=1kb)"
"1089"	"ENSG00000228028"	"3"	196250732	196251344	613	"*"	"KOS_4h_peak_1087"	215	"."	9.81418	27.35322	21.53004	287	"Promoter (<=1kb)"	3	196250549	196251654	1106	1	"ENST00000425275"	183	""	"Promoter (<=1kb)"
"1090"	"ENSG00000228028"	"3"	196250542	196250607	66	"*"	"KOS_4h_peak_1086"	46	"."	5.33134	9.31535	4.67549	33	"Promoter (<=1kb)"	3	196250542	196251413	872	1	"ENST00000608995"	0	""	"Promoter (<=1kb)"
"1091"	"ENSG00000228028"	"3"	196250421	196250479	59	"*"	"KOS_4h_peak_1085"	95	"."	8.00462	14.58298	9.50481	30	"Promoter (<=1kb)"	3	196250542	196251413	872	1	"ENST00000608995"	-63	""	"Promoter (<=1kb)"
"1095"	"ENSG00000228223"	"6"	26522038	26522091	54	"*"	"KOS_4h_peak_1222"	50	"."	5.99808	9.72704	5.04225	13	"Promoter (<=1kb)"	6	26521709	26527404	5696	1	"ENST00000411553"	329	"HCG11"	"Promoter (<=1kb)"
"1096"	"ENSG00000228393"	"7"	105012934	105013034	101	"*"	"KOS_4h_peak_1340"	31	"."	4.66492	7.53009	3.10331	81	"Promoter (<=1kb)"	7	104982099	105013024	30926	2	"ENST00000445184"	0	NA	"Promoter (<=1kb)"
"1097"	"ENSG00000228393"	"7"	105013487	105013599	113	"*"	"KOS_4h_peak_1341"	44	"."	5.6191	9.11226	4.49349	47	"Promoter (<=1kb)"	7	105011710	105013068	1359	2	"ENST00000690819"	-419	NA	"Promoter (<=1kb)"
"1100"	"ENSG00000229124"	"10"	17229292	17229543	252	"*"	"KOS_4h_peak_154"	63	"."	6.86078	11.11938	6.30509	60	"Promoter (<=1kb)"	10	17214332	17229420	15089	2	"ENST00000661048"	0	"VIM-AS1"	"Promoter (<=1kb)"
"1106"	"ENSG00000229887"	"1"	58048521	58048591	71	"*"	"KOS_4h_peak_68"	40	"."	5.99865	8.58091	4.0249	46	"Promoter (<=1kb)"	1	58048175	58049291	1117	2	"ENST00000394002"	700	"HNRNPA1P6"	"Promoter (<=1kb)"
"1107"	"ENSG00000229927"	"10"	46635388	46635495	108	"*"	"KOS_4h_peak_166"	50	"."	5.99808	9.72704	5.04225	41	"Promoter (<=1kb)"	10	46634911	46635466	556	2	"ENST00000448647"	0	"RHEBP1"	"Promoter (<=1kb)"
"1108"	"ENSG00000230061"	"21"	44419705	44419778	74	"*"	"KOS_4h_peak_983"	178	"."	11.56476	23.48421	17.88882	31	"Promoter (2-3kb)"	21	44414595	44416740	2146	2	"ENST00000456880"	-2965	"TRPM2-AS"	"Promoter (2-3kb)"
"1109"	"ENSG00000230061"	"21"	44419542	44419622	81	"*"	"KOS_4h_peak_982"	53	"."	5.17971	10.08412	5.36601	42	"Promoter (2-3kb)"	21	44414595	44416740	2146	2	"ENST00000456880"	-2802	"TRPM2-AS"	"Promoter (2-3kb)"
"1111"	"ENSG00000230638"	"1"	41544490	41545833	1344	"*"	"KOS_4h_peak_57"	451	"."	19.70797	52.54907	45.14778	374	"Promoter (2-3kb)"	1	41542069	41544310	2242	1	"ENST00000434240"	2421	""	"Promoter (2-3kb)"
"1114"	"ENSG00000231500"	"6"	33272121	33272247	127	"*"	"KOS_4h_peak_1239"	55	"."	5.66455	10.24766	5.50938	78	"Promoter (<=1kb)"	6	33272132	33276510	4379	1	"ENST00000490191"	0	"RPS18"	"Promoter (<=1kb)"
"1115"	"ENSG00000231607"	"13"	50125016	50125077	62	"*"	"KOS_4h_peak_349"	29	"."	5.25807	7.36327	2.97347	53	"Promoter (<=1kb)"	13	50049189	50125387	76199	2	"ENST00000666359"	310	"DLEU2"	"Promoter (<=1kb)"
"1118"	"ENSG00000232098"	"19"	58408300	58408397	98	"*"	"KOS_4h_peak_808"	46	"."	5.96514	9.33723	4.69454	76	"Promoter (<=1kb)"	19	58406559	58408484	1926	2	"ENST00000597980"	87	"ZNF584-DT"	"Promoter (<=1kb)"
"1119"	"ENSG00000232258"	"16"	8591208	8591259	52	"*"	"KOS_4h_peak_459"	78	"."	5.99755	12.77962	7.83361	33	"Promoter (<=1kb)"	16	8569500	8590511	21012	2	"ENST00000620492"	-697	"TMEM114"	"Promoter (<=1kb)"
"1120"	"ENSG00000232258"	"16"	8591356	8591481	126	"*"	"KOS_4h_peak_460"	185	"."	9.99626	24.22561	18.57251	104	"Promoter (<=1kb)"	16	8569500	8590511	21012	2	"ENST00000620492"	-845	"TMEM114"	"Promoter (<=1kb)"
"1122"	"ENSG00000232434"	"9"	136844859	136844944	86	"*"	"KOS_4h_peak_1464"	21	"."	4.82017	6.45445	2.19358	64	"Promoter (2-3kb)"	9	136842478	136848801	6324	1	"ENST00000436881"	2381	"AJM1"	"Promoter (2-3kb)"
"1123"	"ENSG00000232460"	"11"	121363175	121363236	62	"*"	"KOS_4h_peak_270"	78	"."	8.15812	12.79344	7.84499	39	"Promoter (<=1kb)"	11	121361854	121362865	1012	2	"ENST00000527904"	-310	"BMPR1AP2"	"Promoter (<=1kb)"
"1125"	"ENSG00000232850"	"9"	128128594	128128689	96	"*"	"KOS_4h_peak_1443"	33	"."	5.39061	7.82393	3.34571	3	"Promoter (<=1kb)"	9	128128529	128130628	2100	1	"ENST00000443493"	65	"PTGES2-AS1"	"Promoter (<=1kb)"
"1126"	"ENSG00000233016"	"9"	136728096	136728239	144	"*"	"KOS_4h_peak_1463"	41	"."	5.56964	8.70312	4.11695	133	"Promoter (<=1kb)"	9	136721366	136728184	6819	2	"ENST00000414282"	0	"SNHG7"	"Promoter (<=1kb)"
"1127"	"ENSG00000233276"	"3"	49358119	49358215	97	"*"	"KOS_4h_peak_1037"	69	"."	6.85495	11.86177	6.98135	22	"Promoter (<=1kb)"	3	49357176	49358284	1109	2	"ENST00000703796"	69	"GPX1"	"Promoter (<=1kb)"
"1129"	"ENSG00000233611"	"2"	236167499	236167583	85	"*"	"KOS_4h_peak_911"	33	"."	5.64925	7.83259	3.35431	54	"Promoter (<=1kb)"	2	236167465	236214225	46761	1	"ENST00000483218"	34	"GBX2-AS1"	"Promoter (<=1kb)"
"1132"	"ENSG00000233783"	"21"	25935084	25935135	52	"*"	"KOS_4h_peak_960"	33	"."	5.66157	7.85417	3.37156	42	"Promoter (<=1kb)"	21	25934341	25935178	838	1	"ENST00000596669"	743	""	"Promoter (<=1kb)"
"1133"	"ENSG00000233912"	"3"	5187308	5187368	61	"*"	"KOS_4h_peak_1028"	16	"."	4.28434	5.83183	1.69221	59	"Promoter (<=1kb)"	3	5156905	5187329	30425	2	"ENST00000439325"	0	""	"Promoter (<=1kb)"
"1134"	"ENSG00000234235"	"2"	241558922	241559038	117	"*"	"KOS_4h_peak_917"	63	"."	5.99776	11.20445	6.37681	33	"Promoter (<=1kb)"	2	241544403	241558977	14575	2	"ENST00000434306"	0	"BOK-AS1"	"Promoter (<=1kb)"
"1143"	"ENSG00000234419"	"1"	222465475	222465629	155	"*"	"KOS_4h_peak_135"	31	"."	4.66492	7.53009	3.10331	22	"Promoter (2-3kb)"	1	222468094	222470882	2789	1	"ENST00000422015"	-2465	"CICP13"	"Promoter (2-3kb)"
"1145"	"ENSG00000234545"	"7"	92590216	92590267	52	"*"	"KOS_4h_peak_1331"	40	"."	6.0276	8.6302	4.07004	20	"Promoter (<=1kb)"	7	92561137	92590329	29193	2	"ENST00000415397"	62	"FAM133B"	"Promoter (<=1kb)"
"1146"	"ENSG00000234832"	"20"	23351343	23351400	58	"*"	"KOS_4h_peak_926"	24	"."	4.71278	6.75286	2.42901	12	"Promoter (<=1kb)"	20	23346941	23351486	4546	2	"ENST00000442884"	86	"NXT1-AS1"	"Promoter (<=1kb)"
"1147"	"ENSG00000234899"	"17"	72188891	72189120	230	"*"	"KOS_4h_peak_644"	81	"."	8.09994	13.16195	8.18203	197	"Promoter (2-3kb)"	17	72141385	72192072	50688	2	"ENST00000715470"	2952	"SOX9-AS1"	"Promoter (2-3kb)"
"1148"	"ENSG00000235106"	"9"	134025409	134025466	58	"*"	"KOS_4h_peak_1456"	18	"."	3.81662	6.04834	1.86824	15	"Promoter (<=1kb)"	9	134025481	134031587	6107	1	"ENST00000603928"	-15	"BRD3OS"	"Promoter (<=1kb)"
"1149"	"ENSG00000235194"	"14"	23301441	23301586	146	"*"	"KOS_4h_peak_374"	71	"."	7.22798	12.08064	7.18712	131	"Promoter (<=1kb)"	14	23296035	23301583	5549	2	"ENST00000558058"	0	"PPP1R3E"	"Promoter (<=1kb)"
"1153"	"ENSG00000235790"	"1"	31644948	31645010	63	"*"	"KOS_4h_peak_47"	71	"."	7.22798	12.08064	7.18712	46	"Promoter (<=1kb)"	1	31644989	31659782	14794	1	"ENST00000585660"	0	"PEF1-AS1"	"Promoter (<=1kb)"
"1155"	"ENSG00000235863"	"6"	33277020	33277149	130	"*"	"KOS_4h_peak_1240"	54	"."	6.48089	10.16573	5.43914	95	"Promoter (<=1kb)"	6	33277123	33278825	1703	1	"ENST00000451237"	0	"B3GALT4"	"Promoter (<=1kb)"
"1156"	"ENSG00000235863"	"6"	33277201	33277308	108	"*"	"KOS_4h_peak_1241"	32	"."	5.14121	7.7109	3.24218	15	"Promoter (<=1kb)"	6	33277123	33278825	1703	1	"ENST00000451237"	78	"B3GALT4"	"Promoter (<=1kb)"
"1157"	"ENSG00000235863"	"6"	33277422	33277539	118	"*"	"KOS_4h_peak_1242"	41	"."	5.56964	8.70312	4.11695	26	"Promoter (<=1kb)"	6	33277123	33278825	1703	1	"ENST00000451237"	299	"B3GALT4"	"Promoter (<=1kb)"
"1158"	"ENSG00000236144"	"19"	35545343	35545448	106	"*"	"KOS_4h_peak_768"	44	"."	5.98236	9.05179	4.43532	41	"Promoter (<=1kb)"	19	35541582	35545492	3911	2	"ENST00000588286"	44	"TMEM147-AS1"	"Promoter (<=1kb)"
"1162"	"ENSG00000236200"	"1"	43707415	43707477	63	"*"	"KOS_4h_peak_59"	44	"."	5.78112	9.04233	4.42881	11	"Promoter (<=1kb)"	1	43704305	43707371	3067	2	"ENST00000418149"	-44	"KDM4A-AS1"	"Promoter (<=1kb)"
"1164"	"ENSG00000236305"	"7"	100852596	100852647	52	"*"	"KOS_4h_peak_1336"	59	"."	6.42651	10.78055	5.99391	22	"Promoter (<=1kb)"	7	100837314	100852635	15322	2	"ENST00000412754"	0	"SLC12A9-AS1"	"Promoter (<=1kb)"
"1167"	"ENSG00000236555"	"2"	112346096	112347154	1059	"*"	"KOS_4h_peak_872"	423	"."	18.8511	49.4829	42.33031	309	"Promoter (<=1kb)"	2	112346011	112346258	248	1	"ENST00000449927"	85	""	"Promoter (<=1kb)"
"1168"	"ENSG00000236609"	"7"	6615354	6615471	118	"*"	"KOS_4h_peak_1302"	32	"."	5.14121	7.7109	3.24218	92	"Promoter (<=1kb)"	7	6615610	6624290	8681	1	"ENST00000457543"	-139	"ZNF853"	"Promoter (<=1kb)"
"1170"	"ENSG00000236778"	"13"	51452385	51452636	252	"*"	"KOS_4h_peak_351"	69	"."	6.85495	11.86177	6.98135	32	"Promoter (<=1kb)"	13	51452429	51468367	15939	1	"ENST00000595424"	0	"INTS6-AS1"	"Promoter (<=1kb)"
"1171"	"ENSG00000236859"	"2"	121649153	121649218	66	"*"	"KOS_4h_peak_874"	37	"."	5.68028	8.28611	3.77128	51	"Promoter (<=1kb)"	2	121649320	121728559	79240	1	"ENST00000667483"	-102	"NIFK-AS1"	"Promoter (<=1kb)"
"1174"	"ENSG00000237343"	"1"	144419206	144419281	76	"*"	"KOS_4h_peak_85"	110	"."	6.45875	16.23236	11.05739	43	"Promoter (<=1kb)"	1	144418113	144419192	1080	2	"ENST00000455105"	-14	""	"Promoter (<=1kb)"
"1179"	"ENSG00000238123"	"X"	38804716	38804824	109	"*"	"KOS_4h_peak_1485"	53	"."	6.79844	10.01582	5.30081	69	"Promoter (<=1kb)"	23	38801568	38803883	2316	2	"ENST00000436893"	-833	"MID1IP1-AS1"	"Promoter (<=1kb)"
"1180"	"ENSG00000238280"	"10"	62805369	62805477	109	"*"	"KOS_4h_peak_170"	51	"."	6.59852	9.80045	5.10335	65	"Promoter (<=1kb)"	10	62682652	62805887	123236	2	"ENST00000649548"	410	""	"Promoter (<=1kb)"
"1181"	"ENSG00000238280"	"10"	62805604	62805737	134	"*"	"KOS_4h_peak_171"	72	"."	7.82184	12.16204	7.2609	112	"Promoter (<=1kb)"	10	62682652	62805887	123236	2	"ENST00000649548"	150	""	"Promoter (<=1kb)"
"1184"	"ENSG00000240857"	"2"	18560563	18560632	70	"*"	"KOS_4h_peak_818"	17	"."	3.9985	5.86251	1.70983	43	"Promoter (<=1kb)"	2	18554723	18560653	5931	2	"ENST00000381249"	21	"RDH14"	"Promoter (<=1kb)"
"1187"	"ENSG00000242125"	"1"	28506541	28506620	80	"*"	"KOS_4h_peak_38"	33	"."	5.57317	7.87248	3.38883	26	"Promoter (<=1kb)"	1	28506351	28509633	3283	1	"ENST00000437681"	190	"SNHG3"	"Promoter (<=1kb)"
"1188"	"ENSG00000242732"	"X"	72131813	72131918	106	"*"	"KOS_4h_peak_1491"	56	"."	6.9197	10.3588	5.61272	74	"Promoter (<=1kb)"	23	72127110	72131901	4792	2	"ENST00000479991"	0	"RTL5"	"Promoter (<=1kb)"
"1189"	"ENSG00000242849"	"3"	52193183	52193339	157	"*"	"KOS_4h_peak_1043"	24	"."	4.71278	6.75286	2.42901	79	"Promoter (<=1kb)"	3	52193170	52194785	1616	1	"ENST00000491506"	13	"ALDOAP1"	"Promoter (<=1kb)"
"1190"	"ENSG00000243279"	"X"	49072559	49072610	52	"*"	"KOS_4h_peak_1488"	29	"."	5.38501	7.3022	2.91757	46	"Promoter (1-2kb)"	23	49071597	49073835	2239	2	"ENST00000618882"	1225	"PRAF2"	"Promoter (1-2kb)"
"1191"	"ENSG00000243335"	"7"	66629138	66629189	52	"*"	"KOS_4h_peak_1317"	41	"."	5.78238	8.73186	4.1417	26	"Promoter (<=1kb)"	7	66629195	66649067	19873	1	"ENST00000640234"	-6	"KCTD7"	"Promoter (<=1kb)"
"1192"	"ENSG00000244115"	"9"	111631388	111631444	57	"*"	"KOS_4h_peak_1434"	24	"."	4.71278	6.75286	2.42901	37	"Promoter (<=1kb)"	9	111631386	111670229	38844	1	"ENST00000374294"	2	"DNAJC25-GNG10"	"Promoter (<=1kb)"
"1193"	"ENSG00000244486"	"22"	20436371	20436471	101	"*"	"KOS_4h_peak_992"	32	"."	5.14121	7.7109	3.24218	62	"Promoter (1-2kb)"	22	20424584	20437825	13242	2	"ENST00000622235"	1354	"SCARF2"	"Promoter (1-2kb)"
"1194"	"ENSG00000245017"	"12"	98503382	98503553	172	"*"	"KOS_4h_peak_309"	53	"."	6.22582	10.09477	5.37431	142	"Promoter (<=1kb)"	12	98485544	98503859	18316	2	"ENST00000501499"	306	"LINC02453"	"Promoter (<=1kb)"
"1196"	"ENSG00000245848"	"19"	33302262	33302401	140	"*"	"KOS_4h_peak_765"	16	"."	4.28434	5.83183	1.69221	31	"Promoter (<=1kb)"	19	33299934	33302534	2601	2	"ENST00000498907"	133	"CEBPA"	"Promoter (<=1kb)"
"1197"	"ENSG00000245910"	"8"	66925527	66925597	71	"*"	"KOS_4h_peak_1389"	51	"."	6.26425	9.81703	5.11686	13	"Promoter (<=1kb)"	8	66920561	66925591	5031	2	"ENST00000686474"	0	"SNHG6"	"Promoter (<=1kb)"
"1198"	"ENSG00000248206"	"4"	183987707	183987766	60	"*"	"KOS_4h_peak_1134"	50	"."	5.99808	9.72704	5.04225	24	"Promoter (<=1kb)"	4	183987669	183996680	9012	1	"ENST00000505025"	38	""	"Promoter (<=1kb)"
"1203"	"ENSG00000249865"	"5"	7372501	7372624	124	"*"	"KOS_4h_peak_1141"	157	"."	11.69699	21.22936	15.75993	36	"Promoter (<=1kb)"	5	7367929	7373074	5146	2	"ENST00000513219"	450	""	"Promoter (<=1kb)"
"1204"	"ENSG00000249884"	"2"	86720876	86720927	52	"*"	"KOS_4h_peak_852"	15	"."	4.18858	5.68233	1.59105	3	"Promoter (<=1kb)"	2	86505668	86721122	215455	2	"ENST00000604011"	195	"RNF103-CHMP3"	"Promoter (<=1kb)"
"1205"	"ENSG00000250101"	"5"	177939629	177939717	89	"*"	"KOS_4h_peak_1192"	23	"."	4.33171	6.68058	2.38836	79	"Promoter (<=1kb)"	5	177939622	177983054	43433	1	"ENST00000511650"	7	NA	"Promoter (<=1kb)"
"1206"	"ENSG00000250251"	"16"	15154610	15154673	64	"*"	"KOS_4h_peak_468"	32	"."	5.14121	7.7109	3.24218	15	"Promoter (<=1kb)"	16	15125242	15154564	29323	2	"ENST00000343738"	-46	"PKD1P6"	"Promoter (<=1kb)"
"1211"	"ENSG00000250751"	"17"	49708296	49708401	106	"*"	"KOS_4h_peak_609"	59	"."	6.42651	10.78055	5.99391	31	"Promoter (<=1kb)"	17	49708334	49720060	11727	1	"ENST00000512720"	0	""	"Promoter (<=1kb)"
"1212"	"ENSG00000250762"	"1"	167820223	167820275	53	"*"	"KOS_4h_peak_120"	65	"."	7.23114	11.39089	6.54825	50	"Promoter (<=1kb)"	1	167819898	167820248	351	2	"ENST00000507585"	0	""	"Promoter (<=1kb)"
"1215"	"ENSG00000251493"	"5"	73448277	73448398	122	"*"	"KOS_4h_peak_1157"	55	"."	6.10546	10.2569	5.51531	103	"Promoter (<=1kb)"	5	73446266	73448777	2512	2	"ENST00000615637"	379	"FOXD1"	"Promoter (<=1kb)"
"1219"	"ENSG00000253304"	"1"	29123971	29124057	87	"*"	"KOS_4h_peak_40"	32	"."	5.14121	7.7109	3.24218	43	"Promoter (<=1kb)"	1	29119429	29123903	4475	2	"ENST00000521452"	-68	"TMEM200B"	"Promoter (<=1kb)"
"1223"	"ENSG00000253931"	"8"	143410667	143410798	132	"*"	"KOS_4h_peak_1409"	50	"."	5.99808	9.72704	5.04225	11	"Promoter (1-2kb)"	8	143412749	143417054	4306	1	"ENST00000523002"	-1951	"LINC02990"	"Promoter (1-2kb)"
"1224"	"ENSG00000253931"	"8"	143410936	143411191	256	"*"	"KOS_4h_peak_1410"	295	"."	8.28173	35.78499	29.51521	36	"Promoter (1-2kb)"	8	143412749	143417054	4306	1	"ENST00000523002"	-1558	"LINC02990"	"Promoter (1-2kb)"
"1227"	"ENSG00000254211"	"5"	173810806	173811376	571	"*"	"KOS_4h_peak_1186"	91	"."	6.99738	14.20944	9.15124	267	"Promoter (1-2kb)"	5	173790809	173809039	18231	2	"ENST00000518675"	-1767	"LINC01485"	"Promoter (1-2kb)"
"1228"	"ENSG00000254211"	"5"	173811430	173811486	57	"*"	"KOS_4h_peak_1187"	69	"."	6.85495	11.86177	6.98135	27	"Promoter (2-3kb)"	5	173790809	173809039	18231	2	"ENST00000518675"	-2391	"LINC01485"	"Promoter (2-3kb)"
