"geneId"	"seqnames_2h"	"start_2h"	"end_2h"	"width_2h"	"strand_2h"	"V4_2h"	"V5_2h"	"V6_2h"	"V7_2h"	"V8_2h"	"V9_2h"	"V10_2h"	"annotation_2h"	"geneChr_2h"	"geneStart_2h"	"geneEnd_2h"	"geneLength_2h"	"geneStrand_2h"	"transcriptId_2h"	"distanceToTSS_2h"	"external_gene_name_2h"	"seqnames_4h"	"start_4h"	"end_4h"	"width_4h"	"strand_4h"	"V4_4h"	"V5_4h"	"V6_4h"	"V7_4h"	"V8_4h"	"V9_4h"	"V10_4h"	"annotation_4h"	"geneChr_4h"	"geneStart_4h"	"geneEnd_4h"	"geneLength_4h"	"geneStrand_4h"	"transcriptId_4h"	"distanceToTSS_4h"	"external_gene_name_4h"
"2785"	"ENSG00000263414"	"19"	817298	817436	139	"*"	"KOS_2h_peak_7692"	46	"."	4.62577	7.76398	4.65284	42	"Intron (ENST00000359894/ENSG00000129951, intron 2 of 6)"	19	813584	813653	70	1	"ENST00000583431"	3714	"MIR3187"	"19"	816201	816352	152	"*"	"KOS_4h_peak_727"	101	"."	8.39301	15.2205	10.10815	46	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2617	"MIR3187"
"2786"	"ENSG00000263414"	"19"	817298	817436	139	"*"	"KOS_2h_peak_7692"	46	"."	4.62577	7.76398	4.65284	42	"Intron (ENST00000359894/ENSG00000129951, intron 2 of 6)"	19	813584	813653	70	1	"ENST00000583431"	3714	"MIR3187"	"19"	815987	816103	117	"*"	"KOS_4h_peak_726"	23	"."	4.60744	6.58653	2.31478	77	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2403	"MIR3187"
"2787"	"ENSG00000263414"	"19"	813524	813692	169	"*"	"KOS_2h_peak_7687"	31	"."	4.009	6.13342	3.16197	158	"Promoter (<=1kb)"	19	813584	813653	70	1	"ENST00000583431"	0	"MIR3187"	"19"	816406	816798	393	"*"	"KOS_4h_peak_728"	86	"."	6.27017	13.71746	8.69588	71	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2822	"MIR3187"
"2788"	"ENSG00000263414"	"19"	813524	813692	169	"*"	"KOS_2h_peak_7687"	31	"."	4.009	6.13342	3.16197	158	"Promoter (<=1kb)"	19	813584	813653	70	1	"ENST00000583431"	0	"MIR3187"	"19"	816201	816352	152	"*"	"KOS_4h_peak_727"	101	"."	8.39301	15.2205	10.10815	46	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2617	"MIR3187"
"2789"	"ENSG00000263414"	"19"	813524	813692	169	"*"	"KOS_2h_peak_7687"	31	"."	4.009	6.13342	3.16197	158	"Promoter (<=1kb)"	19	813584	813653	70	1	"ENST00000583431"	0	"MIR3187"	"19"	815987	816103	117	"*"	"KOS_4h_peak_726"	23	"."	4.60744	6.58653	2.31478	77	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2403	"MIR3187"
"2790"	"ENSG00000263414"	"19"	814056	814251	196	"*"	"KOS_2h_peak_7688"	37	"."	4.24762	6.81271	3.78312	115	"Promoter (<=1kb)"	19	813584	813653	70	1	"ENST00000583431"	472	"MIR3187"	"19"	816406	816798	393	"*"	"KOS_4h_peak_728"	86	"."	6.27017	13.71746	8.69588	71	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2822	"MIR3187"
"2791"	"ENSG00000263414"	"19"	814056	814251	196	"*"	"KOS_2h_peak_7688"	37	"."	4.24762	6.81271	3.78312	115	"Promoter (<=1kb)"	19	813584	813653	70	1	"ENST00000583431"	472	"MIR3187"	"19"	816201	816352	152	"*"	"KOS_4h_peak_727"	101	"."	8.39301	15.2205	10.10815	46	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2617	"MIR3187"
"2792"	"ENSG00000263414"	"19"	814056	814251	196	"*"	"KOS_2h_peak_7688"	37	"."	4.24762	6.81271	3.78312	115	"Promoter (<=1kb)"	19	813584	813653	70	1	"ENST00000583431"	472	"MIR3187"	"19"	815987	816103	117	"*"	"KOS_4h_peak_726"	23	"."	4.60744	6.58653	2.31478	77	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2403	"MIR3187"
"2793"	"ENSG00000263414"	"19"	814336	814589	254	"*"	"KOS_2h_peak_7689"	28	"."	3.68094	5.80186	2.86025	110	"Promoter (<=1kb)"	19	813584	813653	70	1	"ENST00000583431"	752	"MIR3187"	"19"	816406	816798	393	"*"	"KOS_4h_peak_728"	86	"."	6.27017	13.71746	8.69588	71	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2822	"MIR3187"
"2794"	"ENSG00000263414"	"19"	814336	814589	254	"*"	"KOS_2h_peak_7689"	28	"."	3.68094	5.80186	2.86025	110	"Promoter (<=1kb)"	19	813584	813653	70	1	"ENST00000583431"	752	"MIR3187"	"19"	816201	816352	152	"*"	"KOS_4h_peak_727"	101	"."	8.39301	15.2205	10.10815	46	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2617	"MIR3187"
"2795"	"ENSG00000263414"	"19"	814336	814589	254	"*"	"KOS_2h_peak_7689"	28	"."	3.68094	5.80186	2.86025	110	"Promoter (<=1kb)"	19	813584	813653	70	1	"ENST00000583431"	752	"MIR3187"	"19"	815987	816103	117	"*"	"KOS_4h_peak_726"	23	"."	4.60744	6.58653	2.31478	77	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2403	"MIR3187"
"2796"	"ENSG00000263465"	"11"	95066983	95067257	275	"*"	"KOS_2h_peak_3006"	108	"."	5.95776	14.31069	10.80486	190	"Promoter (<=1kb)"	11	95066919	95071225	4307	1	"ENST00000587424"	64	"SRSF8"	"11"	95067456	95067628	173	"*"	"KOS_4h_peak_262"	23	"."	4.33171	6.68058	2.38836	46	"Promoter (<=1kb)"	11	95068058	95069088	1031	1	"ENST00000638426"	-430	"SRSF8"
"2797"	"ENSG00000263465"	"11"	95067315	95068020	706	"*"	"KOS_2h_peak_3007"	320	"."	11.38676	36.17612	32.07017	233	"Promoter (<=1kb)"	11	95068058	95069088	1031	1	"ENST00000638426"	-38	"SRSF8"	"11"	95067456	95067628	173	"*"	"KOS_4h_peak_262"	23	"."	4.33171	6.68058	2.38836	46	"Promoter (<=1kb)"	11	95068058	95069088	1031	1	"ENST00000638426"	-430	"SRSF8"
"2798"	"ENSG00000263978"	"13"	20397001	20397117	117	"*"	"KOS_2h_peak_3955"	30	"."	4.53632	6.00567	3.05425	64	"Distal Intergenic"	13	20433778	20433846	69	2	"ENST00000584834"	36729	"MIR4499"	"13"	20359466	20359613	148	"*"	"KOS_4h_peak_343"	65	"."	7.23114	11.39089	6.54825	100	"Distal Intergenic"	13	20433778	20433846	69	2	"ENST00000584834"	74233	"MIR4499"
"2799"	"ENSG00000263978"	"13"	20359420	20359790	371	"*"	"KOS_2h_peak_3954"	590	"."	21.06761	64.11887	59.09667	149	"Distal Intergenic"	13	20433778	20433846	69	2	"ENST00000584834"	74056	"MIR4499"	"13"	20359466	20359613	148	"*"	"KOS_4h_peak_343"	65	"."	7.23114	11.39089	6.54825	100	"Distal Intergenic"	13	20433778	20433846	69	2	"ENST00000584834"	74233	"MIR4499"
"2800"	"ENSG00000264101"	"1"	5829499	5829995	497	"*"	"KOS_2h_peak_105"	259	"."	13.67053	29.9745	25.98339	307	"Distal Intergenic"	1	5862672	5862741	70	2	"ENST00000582517"	32746	"MIR4689"	"1"	5829619	5829688	70	"*"	"KOS_4h_peak_10"	17	"."	3.9985	5.86251	1.70983	28	"Distal Intergenic"	1	5862672	5862741	70	2	"ENST00000582517"	33053	"MIR4689"
"2801"	"ENSG00000264101"	"1"	5829499	5829995	497	"*"	"KOS_2h_peak_105"	259	"."	13.67053	29.9745	25.98339	307	"Distal Intergenic"	1	5862672	5862741	70	2	"ENST00000582517"	32746	"MIR4689"	"1"	5829777	5829914	138	"*"	"KOS_4h_peak_11"	69	"."	6.85495	11.86177	6.98135	29	"Distal Intergenic"	1	5862672	5862741	70	2	"ENST00000582517"	32827	"MIR4689"
"2802"	"ENSG00000264343"	"1"	146229151	146229283	133	"*"	"KOS_2h_peak_984"	72	"."	3.61313	10.56115	7.26335	86	"Promoter (<=1kb)"	1	146156098	146229041	72944	2	"ENST00000689750"	-110	"NOTCH2NLA"	"1"	146229196	146229253	58	"*"	"KOS_4h_peak_89"	83	"."	7.22456	13.29351	8.30197	24	"Promoter (<=1kb)"	1	146156098	146229041	72944	2	"ENST00000689750"	-155	"NOTCH2NLA"
"2803"	"ENSG00000264343"	"1"	146229350	146229468	119	"*"	"KOS_2h_peak_985"	92	"."	3.6963	12.62567	9.20533	67	"Promoter (<=1kb)"	1	146156098	146229041	72944	2	"ENST00000689750"	-309	"NOTCH2NLA"	"1"	146229196	146229253	58	"*"	"KOS_4h_peak_89"	83	"."	7.22456	13.29351	8.30197	24	"Promoter (<=1kb)"	1	146156098	146229041	72944	2	"ENST00000689750"	-155	"NOTCH2NLA"
"2804"	"ENSG00000264522"	"1"	150010405	150010955	551	"*"	"KOS_2h_peak_1060"	606	"."	17.61592	65.76649	60.67074	329	"Promoter (<=1kb)"	1	149937812	150010726	72915	2	"ENST00000581312"	0	"OTUD7B"	"1"	150010696	150010761	66	"*"	"KOS_4h_peak_107"	50	"."	5.99808	9.72704	5.04225	51	"Promoter (<=1kb)"	1	149937812	150010726	72915	2	"ENST00000581312"	0	"OTUD7B"
"2805"	"ENSG00000264940"	"17"	19190091	19190713	623	"*"	"KOS_2h_peak_6533"	957	"."	9.31523	101.72502	95.72659	161	"Promoter (<=1kb)"	17	19189665	19190245	581	2	"ENST00000580533"	0	"SNORD3C"	"17"	19190154	19190380	227	"*"	"KOS_4h_peak_573"	138	"."	4.73953	19.20671	13.85144	61	"Promoter (<=1kb)"	17	19189665	19190245	581	2	"ENST00000580533"	0	"SNORD3C"
"2806"	"ENSG00000265134"	"19"	47226123	47226735	613	"*"	"KOS_2h_peak_8494"	438	"."	11.48502	48.1502	43.88371	197	"Promoter (<=1kb)"	19	47226942	47227021	80	1	"ENST00000577414"	-207	"MIR3190"	"19"	47226273	47226393	121	"*"	"KOS_4h_peak_786"	59	"."	6.16437	10.7244	5.95907	39	"Promoter (<=1kb)"	19	47226942	47227021	80	1	"ENST00000577414"	-549	"MIR3190"
"2807"	"ENSG00000265598"	"7"	158595154	158595496	343	"*"	"KOS_2h_peak_14973"	291	"."	4.31126	33.17881	29.12569	111	"Distal Intergenic"	7	158591616	158591696	81	1	"ENST00000582433"	3538	"MIR5707"	"7"	158595230	158595333	104	"*"	"KOS_4h_peak_1378"	167	"."	4.16107	22.30881	16.77565	25	"Distal Intergenic"	7	158591616	158591696	81	1	"ENST00000582433"	3614	"MIR5707"
"2808"	"ENSG00000265692"	"17"	82292533	82293136	604	"*"	"KOS_2h_peak_7364"	229	"."	8.32533	26.84022	22.91419	415	"Promoter (<=1kb)"	17	82290046	82292814	2769	2	"ENST00000581489"	0	"LINC01970"	"17"	82292916	82293007	92	"*"	"KOS_4h_peak_681"	70	"."	7.10915	11.88788	7.00247	51	"Promoter (<=1kb)"	17	82290046	82292814	2769	2	"ENST00000581489"	-102	"LINC01970"
"2809"	"ENSG00000265843"	"18"	78010163	78010721	559	"*"	"KOS_2h_peak_7634"	409	"."	14.80247	45.21053	40.98604	223	"Distal Intergenic"	18	77971334	77993731	22398	2	"ENST00000661306"	-16432	"LINC01029"	"18"	78010197	78010430	234	"*"	"KOS_4h_peak_723"	158	"."	10.28242	21.34395	15.85977	135	"Distal Intergenic"	18	77971334	77993731	22398	2	"ENST00000661306"	-16466	"LINC01029"
"2810"	"ENSG00000266028"	"1"	206203501	206203867	367	"*"	"KOS_2h_peak_1419"	367	"."	10.96507	40.96997	36.79813	262	"Promoter (<=1kb)"	1	206203541	206464436	260896	1	"ENST00000573034"	0	"SRGAP2"	"1"	206203731	206203787	57	"*"	"KOS_4h_peak_130"	90	"."	7.71181	14.10095	9.05311	21	"Promoter (<=1kb)"	1	206203888	206208229	4342	1	"ENST00000624686"	-101	"SRGAP2"
"2811"	"ENSG00000266094"	"1"	206507404	206508035	632	"*"	"KOS_2h_peak_1422"	682	"."	20.97016	73.50163	68.21704	176	"Promoter (<=1kb)"	1	206507531	206589448	81918	1	"ENST00000579436"	0	"RASSF5"	"1"	206507567	206507652	86	"*"	"KOS_4h_peak_131"	24	"."	4.71278	6.75286	2.42901	24	"Promoter (<=1kb)"	1	206507595	206589274	81680	1	"ENST00000581503"	0	"RASSF5"
"2812"	"ENSG00000266677"	"17"	18183859	18185059	1201	"*"	"KOS_2h_peak_6508"	569	"."	18.50308	61.83161	56.95716	684	"Promoter (<=1kb)"	17	18172625	18184667	12043	2	"ENST00000577847"	0	""	"17"	18184813	18184924	112	"*"	"KOS_4h_peak_571"	59	"."	6.42651	10.78055	5.99391	106	"Promoter (<=1kb)"	17	18176565	18184753	8189	2	"ENST00000583062"	-60	""
"2813"	"ENSG00000266677"	"17"	18183859	18185059	1201	"*"	"KOS_2h_peak_6508"	569	"."	18.50308	61.83161	56.95716	684	"Promoter (<=1kb)"	17	18172625	18184667	12043	2	"ENST00000577847"	0	""	"17"	18184438	18184548	111	"*"	"KOS_4h_peak_570"	57	"."	6.28287	10.54666	5.78992	46	"Promoter (<=1kb)"	17	18172625	18184667	12043	2	"ENST00000577847"	119	""
"2814"	"ENSG00000267040"	"18"	57630094	57630642	549	"*"	"KOS_2h_peak_7581"	318	"."	11.56866	35.9162	31.81609	342	"Promoter (<=1kb)"	18	57630280	57631787	1508	1	"ENST00000689794"	0	"ATP8B1-AS1"	"18"	57630365	57630444	80	"*"	"KOS_4h_peak_712"	42	"."	5.88067	8.88893	4.28573	50	"Promoter (<=1kb)"	18	57630350	57669296	38947	1	"ENST00000592201"	15	"ATP8B1-AS1"
"2815"	"ENSG00000267066"	"18"	59918552	59918706	155	"*"	"KOS_2h_peak_7595"	176	"."	9.69416	21.43659	17.66006	97	"Distal Intergenic"	18	59929226	59930330	1105	1	"ENST00000590415"	-10520	"PLEKHB2P1"	"18"	59918565	59918630	66	"*"	"KOS_4h_peak_714"	24	"."	5.00617	6.75346	2.42901	38	"Distal Intergenic"	18	59929226	59930330	1105	1	"ENST00000590415"	-10596	"PLEKHB2P1"
"2816"	"ENSG00000267080"	"17"	44186520	44186814	295	"*"	"KOS_2h_peak_6810"	673	"."	18.84442	72.56858	67.30762	144	"Promoter (<=1kb)"	17	44175968	44186707	10740	2	"ENST00000588785"	0	"ASB16-AS1"	"17"	44186634	44186742	109	"*"	"KOS_4h_peak_597"	112	"."	8.56868	16.43345	11.22945	43	"Promoter (<=1kb)"	17	44175968	44186707	10740	2	"ENST00000588785"	0	"ASB16-AS1"
"2817"	"ENSG00000267169"	"19"	14136772	14137146	375	"*"	"KOS_2h_peak_8058"	276	"."	8.75049	31.71381	27.68724	177	"Promoter (<=1kb)"	19	14137146	14171264	34119	1	"ENST00000588387"	0	"ADGRL1-AS1"	"19"	14136899	14136993	95	"*"	"KOS_4h_peak_753"	42	"."	5.6933	8.90153	4.2963	68	"Promoter (<=1kb)"	19	14137146	14171264	34119	1	"ENST00000588387"	-153	"ADGRL1-AS1"
"2818"	"ENSG00000267169"	"19"	14137642	14137790	149	"*"	"KOS_2h_peak_8059"	71	"."	5.55093	10.41227	7.11856	60	"Promoter (<=1kb)"	19	14137188	14155801	18614	1	"ENST00000588658"	454	"ADGRL1-AS1"	"19"	14136899	14136993	95	"*"	"KOS_4h_peak_753"	42	"."	5.6933	8.90153	4.2963	68	"Promoter (<=1kb)"	19	14137146	14171264	34119	1	"ENST00000588387"	-153	"ADGRL1-AS1"
"2819"	"ENSG00000267409"	"18"	79599526	79599694	169	"*"	"KOS_2h_peak_7641"	39	"."	3.89546	6.96669	3.91863	148	"Distal Intergenic"	18	79610747	79612303	1557	1	"ENST00000587527"	-11053	""	"18"	79633768	79634019	252	"*"	"KOS_4h_peak_724"	258	"."	13.70989	31.97582	25.88864	135	"Distal Intergenic"	18	79610747	79612303	1557	1	"ENST00000587527"	23021	""
"2820"	"ENSG00000267409"	"18"	79633438	79634087	650	"*"	"KOS_2h_peak_7642"	608	"."	16.26928	65.96262	60.85887	477	"Distal Intergenic"	18	79610747	79612303	1557	1	"ENST00000587527"	22691	""	"18"	79633768	79634019	252	"*"	"KOS_4h_peak_724"	258	"."	13.70989	31.97582	25.88864	135	"Distal Intergenic"	18	79610747	79612303	1557	1	"ENST00000587527"	23021	""
"2821"	"ENSG00000268218"	"16"	89256941	89257340	400	"*"	"KOS_2h_peak_6206"	112	"."	6.84205	14.80973	11.28552	181	"Distal Intergenic"	16	89268104	89273044	4941	1	"ENST00000602042"	-10764	""	"16"	89257140	89257197	58	"*"	"KOS_4h_peak_545"	45	"."	6.23903	9.19582	4.57153	20	"Distal Intergenic"	16	89268104	89273044	4941	1	"ENST00000602042"	-10907	""
"2822"	"ENSG00000268333"	"20"	58830074	58830836	763	"*"	"KOS_2h_peak_10190"	346	"."	16.49892	38.74654	34.60266	499	"Intron (ENST00000691748/ENSG00000235590, intron 3 of 3)"	20	58833809	58836529	2721	2	"ENST00000601795"	5693	NA	"20"	58830336	58830637	302	"*"	"KOS_4h_peak_938"	77	"."	8.0032	12.70512	7.76274	116	"Intron (ENST00000691748/ENSG00000235590, intron 3 of 3)"	20	58833809	58836529	2721	2	"ENST00000601795"	5892	NA
"2823"	"ENSG00000268388"	"16"	86505384	86505589	206	"*"	"KOS_2h_peak_6096"	60	"."	5.28574	9.23653	6.02072	99	"Intron (ENST00000595886/ENSG00000268388, intron 1 of 3)"	16	86474554	86508852	34299	2	"ENST00000662100"	3263	"FENDRR"	"16"	86463986	86464728	743	"*"	"KOS_4h_peak_524"	272	"."	14.13833	33.36969	27.20809	542	"Distal Intergenic"	16	86477124	86490881	13758	2	"ENST00000600553"	26153	"FENDRR"
"2824"	"ENSG00000268388"	"16"	86479500	86479734	235	"*"	"KOS_2h_peak_6093"	48	"."	4.93518	7.98511	4.86184	149	"Intron (ENST00000595886/ENSG00000268388, intron 1 of 3)"	16	86477124	86490881	13758	2	"ENST00000600553"	11147	"FENDRR"	"16"	86463986	86464728	743	"*"	"KOS_4h_peak_524"	272	"."	14.13833	33.36969	27.20809	542	"Distal Intergenic"	16	86477124	86490881	13758	2	"ENST00000600553"	26153	"FENDRR"
"2825"	"ENSG00000268388"	"16"	86497353	86497570	218	"*"	"KOS_2h_peak_6094"	24	"."	3.09913	5.2963	2.41421	15	"Promoter (1-2kb)"	16	86490226	86498585	8360	2	"ENST00000594398"	1015	"FENDRR"	"16"	86463986	86464728	743	"*"	"KOS_4h_peak_524"	272	"."	14.13833	33.36969	27.20809	542	"Distal Intergenic"	16	86477124	86490881	13758	2	"ENST00000600553"	26153	"FENDRR"
"2826"	"ENSG00000268388"	"16"	86509134	86509337	204	"*"	"KOS_2h_peak_6098"	83	"."	5.47597	11.74818	8.37727	108	"Promoter (<=1kb)"	16	86487737	86509099	21363	2	"ENST00000599749"	-35	"FENDRR"	"16"	86463986	86464728	743	"*"	"KOS_4h_peak_524"	272	"."	14.13833	33.36969	27.20809	542	"Distal Intergenic"	16	86477124	86490881	13758	2	"ENST00000600553"	26153	"FENDRR"
"2827"	"ENSG00000268388"	"16"	86507660	86508555	896	"*"	"KOS_2h_peak_6097"	110	"."	6.71109	14.56323	11.04754	360	"Promoter (<=1kb)"	16	86474554	86508852	34299	2	"ENST00000662100"	297	"FENDRR"	"16"	86463986	86464728	743	"*"	"KOS_4h_peak_524"	272	"."	14.13833	33.36969	27.20809	542	"Distal Intergenic"	16	86477124	86490881	13758	2	"ENST00000600553"	26153	"FENDRR"
"2828"	"ENSG00000268388"	"16"	86498818	86498965	148	"*"	"KOS_2h_peak_6095"	46	"."	4.62577	7.76398	4.65284	53	"Promoter (<=1kb)"	16	86490226	86498585	8360	2	"ENST00000594398"	-233	"FENDRR"	"16"	86463986	86464728	743	"*"	"KOS_4h_peak_524"	272	"."	14.13833	33.36969	27.20809	542	"Distal Intergenic"	16	86477124	86490881	13758	2	"ENST00000600553"	26153	"FENDRR"
"2829"	"ENSG00000268388"	"16"	86463831	86464902	1072	"*"	"KOS_2h_peak_6092"	915	"."	19.89957	97.46794	91.58644	553	"Distal Intergenic"	16	86477124	86490881	13758	2	"ENST00000600553"	25979	"FENDRR"	"16"	86463986	86464728	743	"*"	"KOS_4h_peak_524"	272	"."	14.13833	33.36969	27.20809	542	"Distal Intergenic"	16	86477124	86490881	13758	2	"ENST00000600553"	26153	"FENDRR"
"2830"	"ENSG00000268473"	"16"	86419114	86419841	728	"*"	"KOS_2h_peak_6091"	331	"."	10.99895	37.23463	33.11336	363	"Distal Intergenic"	16	86434830	86435884	1055	2	"ENST00000596612"	16043	""	"16"	86419205	86419616	412	"*"	"KOS_4h_peak_523"	222	"."	13.67098	28.14919	22.27289	221	"Distal Intergenic"	16	86434830	86435884	1055	2	"ENST00000596612"	16268	""
"2831"	"ENSG00000268754"	"16"	86212668	86213248	581	"*"	"KOS_2h_peak_6088"	130	"."	7.58349	16.64379	13.03889	482	"Distal Intergenic"	16	86221420	86223077	1658	2	"ENST00000667546"	9829	"LINC01081"	"16"	86213062	86213147	86	"*"	"KOS_4h_peak_522"	33	"."	5.66157	7.85417	3.37156	14	"Distal Intergenic"	16	86221420	86223077	1658	2	"ENST00000667546"	9930	"LINC01081"
"2832"	"ENSG00000268754"	"16"	86304216	86304343	128	"*"	"KOS_2h_peak_6089"	30	"."	3.79449	6.00834	3.05585	42	"Promoter (2-3kb)"	16	86225580	86301303	75724	2	"ENST00000597373"	-2913	"LINC01081"	"16"	86213062	86213147	86	"*"	"KOS_4h_peak_522"	33	"."	5.66157	7.85417	3.37156	14	"Distal Intergenic"	16	86221420	86223077	1658	2	"ENST00000667546"	9930	"LINC01081"
"2833"	"ENSG00000270490"	"15"	66803190	66803530	341	"*"	"KOS_2h_peak_5128"	479	"."	14.98668	52.28588	47.9323	190	"Distal Intergenic"	15	66808404	66810560	2157	1	"ENST00000604293"	-4874	""	"15"	66803345	66803427	83	"*"	"KOS_4h_peak_433"	70	"."	7.10915	11.88788	7.00247	34	"Distal Intergenic"	15	66808404	66810560	2157	1	"ENST00000604293"	-4977	""
"2834"	"ENSG00000270490"	"15"	66787157	66787331	175	"*"	"KOS_2h_peak_5127"	89	"."	6.16769	12.29591	8.90089	76	"Distal Intergenic"	15	66808404	66810560	2157	1	"ENST00000604293"	-21073	""	"15"	66803345	66803427	83	"*"	"KOS_4h_peak_433"	70	"."	7.10915	11.88788	7.00247	34	"Distal Intergenic"	15	66808404	66810560	2157	1	"ENST00000604293"	-4977	""
"2835"	"ENSG00000270598"	"1"	226109472	226109918	447	"*"	"KOS_2h_peak_1515"	308	"."	12.38249	34.92096	30.83643	257	"Distal Intergenic"	1	226127178	226127346	169	1	"ENST00000605837"	-17260	""	"1"	226109619	226109814	196	"*"	"KOS_4h_peak_137"	101	"."	8.89986	15.21614	10.10512	39	"Distal Intergenic"	1	226127178	226127346	169	1	"ENST00000605837"	-17364	""
"2836"	"ENSG00000270598"	"1"	226128960	226129076	117	"*"	"KOS_2h_peak_1519"	51	"."	5.32094	8.30301	5.1566	90	"Promoter (1-2kb)"	1	226127178	226127346	169	1	"ENST00000605837"	1782	""	"1"	226109619	226109814	196	"*"	"KOS_4h_peak_137"	101	"."	8.89986	15.21614	10.10512	39	"Distal Intergenic"	1	226127178	226127346	169	1	"ENST00000605837"	-17364	""
"2837"	"ENSG00000270598"	"1"	226121367	226121631	265	"*"	"KOS_2h_peak_1517"	224	"."	9.92074	26.39975	22.48547	148	"Distal Intergenic"	1	226127178	226127346	169	1	"ENST00000605837"	-5547	""	"1"	226109619	226109814	196	"*"	"KOS_4h_peak_137"	101	"."	8.89986	15.21614	10.10512	39	"Distal Intergenic"	1	226127178	226127346	169	1	"ENST00000605837"	-17364	""
"2838"	"ENSG00000270598"	"1"	226122122	226122775	654	"*"	"KOS_2h_peak_1518"	81	"."	5.52141	11.46571	8.11024	228	"Distal Intergenic"	1	226127178	226127346	169	1	"ENST00000605837"	-4403	""	"1"	226109619	226109814	196	"*"	"KOS_4h_peak_137"	101	"."	8.89986	15.21614	10.10512	39	"Distal Intergenic"	1	226127178	226127346	169	1	"ENST00000605837"	-17364	""
"2839"	"ENSG00000270598"	"1"	226111116	226111232	117	"*"	"KOS_2h_peak_1516"	20	"."	3.78536	4.84257	2.01623	63	"Distal Intergenic"	1	226127178	226127346	169	1	"ENST00000605837"	-15946	""	"1"	226109619	226109814	196	"*"	"KOS_4h_peak_137"	101	"."	8.89986	15.21614	10.10512	39	"Distal Intergenic"	1	226127178	226127346	169	1	"ENST00000605837"	-17364	""
"2840"	"ENSG00000270647"	"17"	35809425	35810112	688	"*"	"KOS_2h_peak_6648"	340	"."	8.51072	38.1422	34.00954	108	"Promoter (<=1kb)"	17	35809482	35811584	2103	1	"ENST00000604434"	0	"TAF15"	"17"	35809489	35809583	95	"*"	"KOS_4h_peak_579"	50	"."	5.99808	9.72704	5.04225	41	"Promoter (<=1kb)"	17	35809489	35847234	37746	1	"ENST00000604841"	0	"TAF15"
"2841"	"ENSG00000270882"	"1"	149832544	149833578	1035	"*"	"KOS_2h_peak_1044"	555	"."	9.42752	60.32314	55.56035	162	"Promoter (<=1kb)"	1	149832657	149833052	396	1	"ENST00000578186"	0	"H4C14"	"1"	149832920	149832979	60	"*"	"KOS_4h_peak_98"	44	"."	5.19284	9.07529	4.45852	37	"Promoter (<=1kb)"	1	149832678	149839767	7090	1	"ENST00000613412"	242	"H4C14"
"2842"	"ENSG00000270882"	"1"	149832544	149833578	1035	"*"	"KOS_2h_peak_1044"	555	"."	9.42752	60.32314	55.56035	162	"Promoter (<=1kb)"	1	149832657	149833052	396	1	"ENST00000578186"	0	"H4C14"	"1"	149832625	149832847	223	"*"	"KOS_4h_peak_97"	78	"."	5.99755	12.77962	7.83361	87	"Promoter (<=1kb)"	1	149832657	149833052	396	1	"ENST00000578186"	0	"H4C14"
"2843"	"ENSG00000270882"	"1"	149832544	149833578	1035	"*"	"KOS_2h_peak_1044"	555	"."	9.42752	60.32314	55.56035	162	"Promoter (<=1kb)"	1	149832657	149833052	396	1	"ENST00000578186"	0	"H4C14"	"1"	149832122	149832193	72	"*"	"KOS_4h_peak_95"	26	"."	4.52481	7.00288	2.65053	69	"Promoter (<=1kb)"	1	149832657	149833052	396	1	"ENST00000578186"	-464	"H4C14"
"2844"	"ENSG00000270882"	"1"	149832544	149833578	1035	"*"	"KOS_2h_peak_1044"	555	"."	9.42752	60.32314	55.56035	162	"Promoter (<=1kb)"	1	149832657	149833052	396	1	"ENST00000578186"	0	"H4C14"	"1"	149832249	149832340	92	"*"	"KOS_4h_peak_96"	45	"."	4.90709	9.22813	4.59797	27	"Promoter (<=1kb)"	1	149832657	149833052	396	1	"ENST00000578186"	-317	"H4C14"
"2845"	"ENSG00000270882"	"1"	149832070	149832477	408	"*"	"KOS_2h_peak_1043"	395	"."	10.13614	43.72581	39.52107	206	"Promoter (<=1kb)"	1	149832657	149833052	396	1	"ENST00000578186"	-180	"H4C14"	"1"	149832920	149832979	60	"*"	"KOS_4h_peak_98"	44	"."	5.19284	9.07529	4.45852	37	"Promoter (<=1kb)"	1	149832678	149839767	7090	1	"ENST00000613412"	242	"H4C14"
